CURSO ACADEMICO;C. NIVEL;NIVEL EDUCATIVO;C. NORMA;NORMA;C.EXPEDIENTE;EXPEDIENTE;C. ESTUDIO;ESTUDIO;C. CURRICULO;CURRICULO;C. REGIMEN IMP;REGIMEN IMP;REGIMEN MATRICULACION;CURSO;C. ITINERARIO;ITINERARIO
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120106;CP N2: INSTALACION Y MANTENIMIENTO DE JARDINES Y ZONAS VERDES;65120106;Instalación y mantenimiento de jardines y zonas verdes;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120106;CP N2: INSTALACION Y MANTENIMIENTO DE JARDINES Y ZONAS VERDES;65120106;Instalación y mantenimiento de jardines y zonas verdes;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120106;CP N2: INSTALACION Y MANTENIMIENTO DE JARDINES Y ZONAS VERDES;65120106;Instalación y mantenimiento de jardines y zonas verdes;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120107;CP N2: PRODUCCION PORCINA DE RECRIA Y CEBO;65120107;Producción porcina de recría y cebo;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120107;CP N2: PRODUCCION PORCINA DE RECRIA Y CEBO;65120107;Producción porcina de recría y cebo;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120107;CP N2: PRODUCCION PORCINA DE RECRIA Y CEBO;65120107;Producción porcina de recría y cebo;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120108;CP N2: PRODUCCION PORCINA DE REPRODUCCION Y CRIA;65120108;Producción porcina de reproducción y cría;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120108;CP N2: PRODUCCION PORCINA DE REPRODUCCION Y CRIA;65120108;Producción porcina de reproducción y cría;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120108;CP N2: PRODUCCION PORCINA DE REPRODUCCION Y CRIA;65120108;Producción porcina de reproducción y cría;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120109;CP N2: AGRICULTURA ECOLOGICA;65120109;Agricultura ecológica;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120109;CP N2: AGRICULTURA ECOLOGICA;65120109;Agricultura ecológica;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120109;CP N2: AGRICULTURA ECOLOGICA;65120109;Agricultura ecológica;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120110;CP N2: GANADERIA ECOLOGICA;65120110;Ganadería ecológica;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120110;CP N2: GANADERIA ECOLOGICA;65120110;Ganadería ecológica;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120110;CP N2: GANADERIA ECOLOGICA;65120110;Ganadería ecológica;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120111;CP N2: APROVECHAMIENTOS FORESTALES;65120111;Aprovechamientos forestales;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120111;CP N2: APROVECHAMIENTOS FORESTALES;65120111;Aprovechamientos forestales;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120111;CP N2: APROVECHAMIENTOS FORESTALES;65120111;Aprovechamientos forestales;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120112;CP N2: CUIDADOS Y MANEJO DEL CABALLO;65120112;Cuidados y manejo del caballo;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120112;CP N2: CUIDADOS Y MANEJO DEL CABALLO;65120112;Cuidados y manejo del caballo;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120112;CP N2: CUIDADOS Y MANEJO DEL CABALLO;65120112;Cuidados y manejo del caballo;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120113;CP N2: REPOBLACIONES FORESTALES Y TRATAMIENTOS SILVÍCOLAS;65120113;Repoblaciones forestales y tratamientos silvícolas;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120113;CP N2: REPOBLACIONES FORESTALES Y TRATAMIENTOS SILVÍCOLAS;65120113;Repoblaciones forestales y tratamientos silvícolas;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120113;CP N2: REPOBLACIONES FORESTALES Y TRATAMIENTOS SILVÍCOLAS;65120113;Repoblaciones forestales y tratamientos silvícolas;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120114;CP N2: DOMA BÁSICA DEL CABALLO;65120114;Doma básica del caballo;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120114;CP N2: DOMA BÁSICA DEL CABALLO;65120114;Doma básica del caballo;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120114;CP N2: DOMA BÁSICA DEL CABALLO;65120114;Doma básica del caballo;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120115;CP N2: ACTIVIDADES DE FLORISTERÍA;65120115;Actividades de floristería;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120115;CP N2: ACTIVIDADES DE FLORISTERÍA;65120115;Actividades de floristería;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120115;CP N2: ACTIVIDADES DE FLORISTERÍA;65120115;Actividades de floristería;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120116;CP N2: PRODUCCIÓN DE SEMILLAS Y PLANTAS EN VIVERO;65120116;Producción de semillas y plantas en vivero;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120116;CP N2: PRODUCCIÓN DE SEMILLAS Y PLANTAS EN VIVERO;65120116;Producción de semillas y plantas en vivero;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120116;CP N2: PRODUCCIÓN DE SEMILLAS Y PLANTAS EN VIVERO;65120116;Producción de semillas y plantas en vivero;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120117;CP N2: APICULTURA;65120117;Apicultura;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120117;CP N2: APICULTURA;65120117;Apicultura;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120117;CP N2: APICULTURA;65120117;Apicultura;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120118;CP N2: MANEJO Y MANTENIMIENTO DE MAQUINARIA AGRARIA;65120118;Manejo y mantenimiento de maquinaria agraria;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120118;CP N2: MANEJO Y MANTENIMIENTO DE MAQUINARIA AGRARIA;65120118;Manejo y mantenimiento de maquinaria agraria;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120118;CP N2: MANEJO Y MANTENIMIENTO DE MAQUINARIA AGRARIA;65120118;Manejo y mantenimiento de maquinaria agraria;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120153;CP N2: MANTENIMIENTO Y MEJORA DEL HÁBITAT CINEGÉTICO-PISCÍCOLA;65120153;Mantenimiento y mejora del hábitat cinegético-piscícola;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120153;CP N2: MANTENIMIENTO Y MEJORA DEL HÁBITAT CINEGÉTICO-PISCÍCOLA;65120153;Mantenimiento y mejora del hábitat cinegético-piscícola;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120153;CP N2: MANTENIMIENTO Y MEJORA DEL HÁBITAT CINEGÉTICO-PISCÍCOLA;65120153;Mantenimiento y mejora del hábitat cinegético-piscícola;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120154;CP N2: PRODUCCION DE ANIMALES CINEGÉTICOS;65120154;Produccion de animales cinegéticos;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120154;CP N2: PRODUCCION DE ANIMALES CINEGÉTICOS;65120154;Produccion de animales cinegéticos;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120154;CP N2: PRODUCCION DE ANIMALES CINEGÉTICOS;65120154;Produccion de animales cinegéticos;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120155;CP2: Cuidado de animales de invest.;65120155;Cuidados y mantenimiento de animales utilizados para investigación y otros fines científicos;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120155;CP2: Cuidado de animales de invest.;65120155;Cuidados y mantenimiento de animales utilizados para investigación y otros fines científicos;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120155;CP2: Cuidado de animales de invest.;65120155;Cuidados y mantenimiento de animales utilizados para investigación y otros fines científicos;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120156;CP N2: PRODUCCIÓN Y RECOLECCIÓN DE SETAS Y TRUFAS;65120156;Producción y recolección de setas y trufas;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120156;CP N2: PRODUCCIÓN Y RECOLECCIÓN DE SETAS Y TRUFAS;65120156;Producción y recolección de setas y trufas;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120156;CP N2: PRODUCCIÓN Y RECOLECCIÓN DE SETAS Y TRUFAS;65120156;Producción y recolección de setas y trufas;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120157;CP2: Cuidados de animales;65120157;Cuidados de animales salvajes, de zoológicos y acuarios;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120157;CP2: Cuidados de animales;65120157;Cuidados de animales salvajes, de zoológicos y acuarios;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120157;CP2: Cuidados de animales;65120157;Cuidados de animales salvajes, de zoológicos y acuarios;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120158;CP2: Producción de ovinos y caprinos;65120158;Producción de ovinos y caprinos;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120159;CP2: Producción intensiva de bovinos;65120159;Producción intensiva de bovinos;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120201;CP N2: CONFECCION Y MANTENIMIENTO DE ARTES Y APAREJOS;65120201;Confección y mantenimiento de artes y aparejos;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120201;CP N2: CONFECCION Y MANTENIMIENTO DE ARTES Y APAREJOS;65120201;Confección y mantenimiento de artes y aparejos;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120201;CP N2: CONFECCION Y MANTENIMIENTO DE ARTES Y APAREJOS;65120201;Confección y mantenimiento de artes y aparejos;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120202;CP N2: ENGORDE DE PECES, CRUSTACEOS Y CEFALOPODOS;65120202;Engorde de peces, crustáceos y cefalópodos;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120202;CP N2: ENGORDE DE PECES, CRUSTACEOS Y CEFALOPODOS;65120202;Engorde de peces, crustáceos y cefalópodos;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120202;CP N2: ENGORDE DE PECES, CRUSTACEOS Y CEFALOPODOS;65120202;Engorde de peces, crustáceos y cefalópodos;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120203;CP N2: ENGORDE DE MOLUSCOS BIVALVOS;65120203;Engorde de moluscos bivalvos;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120203;CP N2: ENGORDE DE MOLUSCOS BIVALVOS;65120203;Engorde de moluscos bivalvos;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120203;CP N2: ENGORDE DE MOLUSCOS BIVALVOS;65120203;Engorde de moluscos bivalvos;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120204;CP N2: PRODUCCIÓN DE ALIMENTO VIVO;65120204;Producción de alimento vivo;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120204;CP N2: PRODUCCIÓN DE ALIMENTO VIVO;65120204;Producción de alimento vivo;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120204;CP N2: PRODUCCIÓN DE ALIMENTO VIVO;65120204;Producción de alimento vivo;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120205;CP N2: NAVEGACIÓN EN AGUAS INTERIORES Y PRÓXIMAS A LA COSTA;65120205;Navegación en aguas interiores y próximas a la costa;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120205;CP N2: NAVEGACIÓN EN AGUAS INTERIORES Y PRÓXIMAS A LA COSTA;65120205;Navegación en aguas interiores y próximas a la costa;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120205;CP N2: NAVEGACIÓN EN AGUAS INTERIORES Y PRÓXIMAS A LA COSTA;65120205;Navegación en aguas interiores y próximas a la costa;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120206;CP N2: OPERACIONES EN TRANSPORTE MARÍTIMO Y PESCA DE BAJURA;65120206;Operaciones en transporte marítimo y pesca de bajura;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120206;CP N2: OPERACIONES EN TRANSPORTE MARÍTIMO Y PESCA DE BAJURA;65120206;Operaciones en transporte marítimo y pesca de bajura;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120206;CP N2: OPERACIONES EN TRANSPORTE MARÍTIMO Y PESCA DE BAJURA;65120206;Operaciones en transporte marítimo y pesca de bajura;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120207;CP N2: PRODUCCIÓN EN CRIADERO DE ACUICULTURA;65120207;Producción en criadero de acuicultura;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120207;CP N2: PRODUCCIÓN EN CRIADERO DE ACUICULTURA;65120207;Producción en criadero de acuicultura;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120207;CP N2: PRODUCCIÓN EN CRIADERO DE ACUICULTURA;65120207;Producción en criadero de acuicultura;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120208;CP N2: OPERACIONES DE COORDINACIÓN EN CUBIERTA Y PARQUE DE PESCA;65120208;Operaciones de coordinación en cubierta y parque de pesca;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120208;CP N2: OPERACIONES DE COORDINACIÓN EN CUBIERTA Y PARQUE DE PESCA;65120208;Operaciones de coordinación en cubierta y parque de pesca;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120208;CP N2: OPERACIONES DE COORDINACIÓN EN CUBIERTA Y PARQUE DE PESCA;65120208;Operaciones de coordinación en cubierta y parque de pesca;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120209;CP N2: PESCA LOCAL;65120209;Pesca local;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120209;CP N2: PESCA LOCAL;65120209;Pesca local;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120209;CP N2: PESCA LOCAL;65120209;Pesca local;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120251;CP2: Manipulación en pesca y acuic.;65120251;Manipulación y conservación en pesca y acuicultura;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120251;CP2: Manipulación en pesca y acuic.;65120251;Manipulación y conservación en pesca y acuicultura;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120251;CP2: Manipulación en pesca y acuic.;65120251;Manipulación y conservación en pesca y acuicultura;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120252;CP2: Operaciones con equipos buceo en instalaciones de suministro y cámaras hiperbáricas;65120252;Oper. con eq. buceo en inst. de sum. y cám. hiperbár.;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120252;CP2: Operaciones con equipos buceo en instalaciones de suministro y cámaras hiperbáricas;65120252;Oper. con eq. buceo en inst. de sum. y cám. hiperbár.;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120253;CP2: Operaciones subacuáticas de corte y soldadura, reparación en obra viva y reflotamiento;65120253;Oper. subac. de corte y sold., rep. en o. v. y refl.;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120253;CP2: Operaciones subacuáticas de corte y soldadura, reparación en obra viva y reflotamiento;65120253;Oper. subac. de corte y sold., rep. en o. v. y refl.;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120254;CP2: Operaciones subacuáticas de obra hidráulica y voladura;65120254;Operaciones subacuáticas de obra hidráulica y voladura;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120254;CP2: Operaciones subacuáticas de obra hidráulica y voladura;65120254;Operaciones subacuáticas de obra hidráulica y voladura;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120255;CP2: Mto instalaciones acuicultura;65120255;Mantenimiento de instalaciones en acuicultura;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120255;CP2: Mto instalaciones acuicultura;65120255;Mantenimiento de instalaciones en acuicultura;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120255;CP2: Mto instalaciones acuicultura;65120255;Mantenimiento de instalaciones en acuicultura;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120256;CP2: Operaciones subacuáticas de salvamento y rescate;65120256;Operaciones subacuáticas de salvamento y rescate;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120256;CP2: Operaciones subacuáticas de salvamento y rescate;65120256;Operaciones subacuáticas de salvamento y rescate;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120257;CP2: Mto equipos de pesca;65120257;Mantenimiento de los equipos de un parque de pesca y de la instalación frigorífica;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120257;CP2: Mto equipos de pesca;65120257;Mantenimiento de los equipos de un parque de pesca y de la instalación frigorífica;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120257;CP2: Mto equipos de pesca;65120257;Mantenimiento de los equipos de un parque de pesca y de la instalación frigorífica;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120258;CP2: Operaciones de bombeo;65120258;Operaciones de bombeo para carga y descarga en buques;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120258;CP2: Operaciones de bombeo;65120258;Operaciones de bombeo para carga y descarga en buques;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120258;CP2: Operaciones de bombeo;65120258;Operaciones de bombeo para carga y descarga en buques;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120259;CP2: Navegación y pesca marítima;65120259;Navegación y pesca marítima;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120259;CP2: Navegación y pesca marítima;65120259;Navegación y pesca marítima;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120260;CP2: Operaciones de control del funcionamiento y mantenimiento de la planta propulsora, máquinas y equipos auxiliares del buque;65120260;Operaciones de control del funcionamiento y mantenimiento de la planta propulsora, máquinas y equipos auxiliares del buque;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120260;CP2: Operaciones de control del funcionamiento y mantenimiento de la planta propulsora, máquinas y equipos auxiliares del buque;65120260;Operaciones de control del funcionamiento y mantenimiento de la planta propulsora, máquinas y equipos auxiliares del buque;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120261;CP2: Operaciones portuarias;65120261;Operaciones portuarias de carga, estiba, descarga, desestiba y transbordo;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120261;CP2: Operaciones portuarias;65120261;Operaciones portuarias de carga, estiba, descarga, desestiba y transbordo;G;General;MO;Modular o Parcial;P. Adquisición y Desarrollo Compet. Profesionales;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120261;CP2: Operaciones portuarias;65120261;Operaciones portuarias de carga, estiba, descarga, desestiba y transbordo;G;General;PR;Presencial;Certificado de Profesionalidad;1;;
2.021;6512;Cualificaciones Profesionales de Nivel 2;4;LOE;65120262;CP2: Gobierno embarcac.y socorrismo;65120262;Gobierno de embarcaciones y motos náuticas destinadas al socorrismo acuático;G;General;LI;Libre;Acreditación de las competencias profesionales;1;;
