,Municipios,Total,CP,Provincia,new_col
1,Abajas,290,9001,Burgos,PP
2,Adrada de Haza,1970,9003,Burgos,C's
3,Aguas Cándidas,560,9006,Burgos,PP
4,Aguilar de Bureba,520,9007,Burgos,PP
5,Albillos,2210,9009,Burgos,PP
6,Alcocero de Mola,330,9010,Burgos,PP
7,Alfoz de Bricia,730,9011,Burgos,PCAS-TC-PACTO
8,Alfoz de Quintanadueñas,2163,9907,Burgos,Independientes Alfoz de Quintanadueñas
9,Alfoz de Santa Gadea,1050,9012,Burgos,PP
10,Altable,470,9013,Burgos,PP
11,Los Altos,1910,9014,Burgos,PSOE
12,Ameyugo,1160,9016,Burgos,PP
13,Anguix,1580,9017,Burgos,PSOE
14,Aranda de Duero,33084,9018,Burgos,PP
15,Arandilla,1580,9019,Burgos,PSOE
16,Arauzo de Miel,2880,9020,Burgos,PP
17,Arauzo de Salce,470,9021,Burgos,PSOE
18,Arauzo de Torre,710,9022,Burgos,Cs
19,Arcos,1816,9023,Burgos,PP
20,Arenillas de Riopisuerga,1760,9024,Burgos,AEAR
21,Arija,1180,9025,Burgos,PP
22,Arlanzón,4190,9026,Burgos,C's
23,Arraya de Oca,460,9027,Burgos,PSOE
24,Atapuerca,1820,9029,Burgos,PP
25,Los Ausines,1310,9030,Burgos,PP
26,Avellanosa de Muñó,1030,9032,Burgos,PSOE
27,Bahabón de Esgueva,800,9033,Burgos,PP
28,Los Balbases,3210,9034,Burgos,C's
29,Baños de Valdearados,3220,9035,Burgos,PP
30,Bañuelos de Bureba,310,9036,Burgos,Imagina
31,Barbadillo de Herreros,1120,9037,Burgos,AIBDH
32,Barbadillo del Mercado,1440,9038,Burgos,PSOE
33,Barbadillo del Pez,650,9039,Burgos,PP
34,Barrio de Muñó,320,9041,Burgos,PSOE
35,Los Barrios de Bureba,1860,9043,Burgos,GLB
36,Barrios de Colina,510,9044,Burgos,PP
37,Basconcillos del Tozo,2920,9045,Burgos,PP
38,Bascuñana,210,9046,Burgos,PP
39,Belbimbre,570,9047,Burgos,PP
40,Belorado,1754,9048,Burgos,VECINOS
41,Berberana,540,9050,Burgos,PCAS
42,Berlangas de Roa,1800,9051,Burgos,PP
43,Berzosa de Bureba,270,9052,Burgos,PP
44,Bozoó,1000,9054,Burgos,PP
45,Brazacorta,510,9055,Burgos,PSOE
46,Briviesca,6465,9056,Burgos,PSOE
47,Bugedo,1960,9057,Burgos,PP
48,Buniel,6050,9058,Burgos,C's
49,Burgos,174051,9059,Burgos,PSOE
50,Busto de Bureba,1380,9060,Burgos,PP
51,Cabañes de Esgueva,1660,9061,Burgos,PP
52,Cabezón de la Sierra,400,9062,Burgos,PSOE
53,Caleruega,4190,9064,Burgos,Cs
54,Campillo de Aranda,1690,9065,Burgos,PP
55,Campolara,560,9066,Burgos,VOX
56,Canicosa de la Sierra,4360,9067,Burgos,PP
57,Cantabrana,250,9068,Burgos,PSOE
58,Carazo,300,9070,Burgos,PP
59,Carcedo de Bureba,450,9071,Burgos,PP
60,Carcedo de Burgos,4480,9072,Burgos,PSOE
61,Cardeñadijo,1414,9073,Burgos,PSOE
62,Cardeñajimeno,1175,9074,Burgos,Agrupación de Electores Cardeñajimeno-San Medel. A.E.C.SM.
63,Cardeñuela Riopico,1090,9075,Burgos,Vox
64,Carrias,250,9076,Burgos,PSOE
65,Cascajares de Bureba,290,9077,Burgos,PP
66,Cascajares de la Sierra,320,9078,Burgos,PSOE
67,Castellanos de Castro,490,9079,Burgos,PP
68,Castil de Peones,250,9083,Burgos,PP
69,Castildelgado,330,9082,Burgos,PP
70,Castrillo de la Reina,1730,9084,Burgos,PP
71,Castrillo de la Vega,6480,9085,Burgos,PP
72,Castrillo de Riopisuerga,570,9088,Burgos,PP
73,Castrillo del Val,8140,9086,Burgos,PP
74,Castrillo Mota de Judíos,490,9090,Burgos,Cs
75,Castrojeriz,7580,9091,Burgos,PP
76,Cavia,2480,9063,Burgos,PP
77,Cayuela,1900,9093,Burgos,PP
78,Cebrecos,540,9094,Burgos,PP
79,Celada del Camino,1020,9095,Burgos,PP
80,Cerezo de Río Tirón,5320,9098,Burgos,PSOE
81,Cerratón de Juarros,520,9100,Burgos,PP
82,Ciadoncha,780,9101,Burgos,PP
83,Cillaperlata,350,9102,Burgos,PP
84,Cilleruelo de Abajo,2180,9103,Burgos,PSOE
85,Cilleruelo de Arriba,410,9104,Burgos,PP
86,Ciruelos de Cervera,1040,9105,Burgos,PP
87,Cogollos,5920,9108,Burgos,PP
88,Condado de Treviño,1416,9109,Burgos,PNV
89,Contreras,810,9110,Burgos,PP
90,Coruña del Conde,1050,9112,Burgos,PP
91,Covarrubias,5390,9113,Burgos,C's
92,Cubillo del Campo,1020,9114,Burgos,PP
93,Cubo de Bureba,1050,9115,Burgos,PP
94,La Cueva de Roa,1060,9117,Burgos,PSOE
95,Cuevas de San Clemente,420,9119,Burgos,PP
96,Encío,430,9120,Burgos,PP
97,Espinosa de Cervera,900,9122,Burgos,PP
98,Espinosa de los Monteros,1674,9124,Burgos,PP
99,Espinosa del Camino,460,9123,Burgos,PP
100,Estépar,6040,9125,Burgos,PSOE
101,Fontioso,500,9127,Burgos,PP
102,Frandovínez,970,9128,Burgos,PP
103,Fresneda de la Sierra Tirón,940,9129,Burgos,PSOE
104,Fresneña,690,9130,Burgos,PSOE
105,Fresnillo de las Dueñas,6950,9131,Burgos,PSOE
106,Fresno de Río Tirón,1780,9132,Burgos,PP
107,Fresno de Rodilla,460,9133,Burgos,PP
108,Frías,2700,9134,Burgos,PSOE
109,Fuentebureba,400,9135,Burgos,PSOE
110,Fuentecén,2230,9136,Burgos,PSOE
111,Fuentelcésped,2570,9137,Burgos,C's
112,Fuentelisendo,1060,9138,Burgos,PP
113,Fuentemolinos,990,9139,Burgos,PP
114,Fuentenebro,1500,9140,Burgos,PSOE
115,Fuentespina,7700,9141,Burgos,PSOE
116,Galbarros,300,9143,Burgos,PP
117,La Gallega,440,9144,Burgos,PP
118,Grijalba,1110,9148,Burgos,PSOE
119,Grisaleña,650,9149,Burgos,Cs
120,Gumiel de Izán,5560,9151,Burgos,PP
121,Gumiel de Mercado,3740,9152,Burgos,PP
122,Hacinas,1510,9154,Burgos,PP
123,Haza,280,9155,Burgos,Cs
124,Hontanas,720,9159,Burgos,PP
125,Hontangas,910,9160,Burgos,C's
126,Hontoria de la Cantera,1530,9162,Burgos,Agrupación de Electores Independientes
127,Hontoria de Valdearados,1690,9164,Burgos,PP
128,Hontoria del Pinar,6440,9163,Burgos,PSOE
129,Las Hormazas,980,9166,Burgos,PP
130,Hornillos del Camino,560,9167,Burgos,UPyD
131,La Horra,3120,9168,Burgos,PSOE
132,Hortigüela,1000,9169,Burgos,PP
133,Hoyales de Roa,2260,9170,Burgos,PP
134,Huérmeces,1640,9172,Burgos,PSOE
135,Huerta de Arriba,1280,9173,Burgos,PP
136,Huerta de Rey,9080,9174,Burgos,IH
137,Humada,1230,9175,Burgos,PP
138,Hurones,570,9176,Burgos,PP
139,Ibeas de Juarros,1438,9177,Burgos,PP
140,Ibrillos,370,9178,Burgos,PSOE
141,Iglesiarrubia,430,9179,Burgos,PP
142,Iglesias,1460,9180,Burgos,PP
143,Isar,2910,9181,Burgos,PSOE
144,Itero del Castillo,820,9182,Burgos,PP
145,Jaramillo de la Fuente,420,9183,Burgos,PP
146,Jaramillo Quemado,100,9184,Burgos,PP
147,Junta de Traslaloma,1230,9189,Burgos,PP
148,Junta de Villalba de Losa,870,9190,Burgos,PP
149,Jurisdicción de Lara,310,9191,Burgos,PSOE
150,Jurisdicción de San Zadornil,620,9192,Burgos,PP
151,Lerma,2609,9194,Burgos,PP
152,Llano de Bureba,530,9195,Burgos,PP
153,Madrigal del Monte,1550,9196,Burgos,PSOE
154,Madrigalejo del Monte,1790,9197,Burgos,PP
155,Mahamud,1110,9198,Burgos,C's
156,Mambrilla de Castrejón,1040,9199,Burgos,PP
157,Mambrillas de Lara,460,9200,Burgos,PSOE
158,Mamolar,270,9201,Burgos,PP
159,Manciles,220,9202,Burgos,PP
160,Mazuela,590,9206,Burgos,PP
161,Mecerreyes,1960,9208,Burgos,PP
162,Medina de Pomar,5834,9209,Burgos,PSOE
163,Melgar de Fernamental,1553,9211,Burgos,PCAS-TC
164,Merindad de Cuesta-Urria,2840,9213,Burgos,PP
165,Merindad de Montija,7300,9214,Burgos,PP
166,Merindad de Río Ubierna,1436,9906,Burgos,PP
167,Merindad de Sotoscueva,4090,9215,Burgos,PP
168,Merindad de Valdeporres,4310,9216,Burgos,PP
169,Merindad de Valdivielso,3860,9217,Burgos,Juntos por Valdivielso
170,Milagros,4380,9218,Burgos,PSOE
171,Miranda de Ebro,35528,9219,Burgos,PSOE
172,Miraveche,850,9220,Burgos,PP
173,Modúbar de la Emparedada,7680,9221,Burgos,PP
174,Monasterio de la Sierra,400,9223,Burgos,Imagina Burgos
175,Monasterio de Rodilla,1640,9224,Burgos,PP
176,Moncalvillo,830,9225,Burgos,Vox
177,Monterrubio de la Demanda,580,9226,Burgos,PSOE
178,Montorio,1520,9227,Burgos,PP
179,Moradillo de Roa,1630,9228,Burgos,PP
180,Nava de Roa,2060,9229,Burgos,PP
181,Navas de Bureba,310,9230,Burgos,PP
182,Nebreda,510,9231,Burgos,C's
183,Neila,1440,9232,Burgos,PP
184,Olmedillo de Roa,1900,9235,Burgos,PP
185,Olmillos de Muñó,360,9236,Burgos,PP
186,Oña,1008,9238,Burgos,PSOE
187,Oquillas,480,9239,Burgos,PP
188,Orbaneja Riopico,3550,9241,Burgos,IU CyL
189,Padilla de Abajo,750,9242,Burgos,PSOE
190,Padilla de Arriba,860,9243,Burgos,PP
191,Padrones de Bureba,450,9244,Burgos,PSOE
192,Palacios de la Sierra,7020,9246,Burgos,Agrupación Palanciana Independiente
193,Palacios de Riopisuerga,220,9247,Burgos,PP
194,Palazuelos de la Sierra,870,9248,Burgos,PP
195,Palazuelos de Muñó,530,9249,Burgos,PSOE
196,Pampliega,2870,9250,Burgos,PP
197,Pancorbo,4230,9251,Burgos,C's
198,Pardilla,1150,9253,Burgos,PP
199,Partido de la Sierra en Tobalina,840,9255,Burgos,PP
200,Pedrosa de Duero,4850,9256,Burgos,PP
201,Pedrosa de Río Úrbel,2520,9259,Burgos,PP
202,Pedrosa del Páramo,840,9257,Burgos,PP
203,Pedrosa del Príncipe,1650,9258,Burgos,PP
204,Peñaranda de Duero,5110,9261,Burgos,PP
205,Peral de Arlanza,1750,9262,Burgos,PP
206,Piérnigas,370,9265,Burgos,PP
207,Pineda de la Sierra,990,9266,Burgos,PP
208,Pineda Trasmonte,1170,9267,Burgos,PP
209,Pinilla de los Barruecos,990,9268,Burgos,PP
210,Pinilla de los Moros,400,9269,Burgos,PP
211,Pinilla Trasmonte,1650,9270,Burgos,C's
212,Poza de la Sal,2940,9272,Burgos,PSOE
213,Prádanos de Bureba,560,9273,Burgos,PP
214,Pradoluengo,112,9274,Burgos,PSOE
215,Presencio,1900,9275,Burgos,PP
216,La Puebla de Arganzón,5130,9276,Burgos,EH Bildu
217,Puentedura,1200,9277,Burgos,PSOE
218,Quemada,2550,9279,Burgos,PP
219,Quintana del Pidio,1570,9281,Burgos,PP
220,Quintanabureba,300,9280,Burgos,PP
221,Quintanaélez,430,9283,Burgos,PP
222,Quintanaortuño,2740,9287,Burgos,PSOE
223,Quintanapalla,1170,9288,Burgos,PP
224,Quintanar de la Sierra,1596,9289,Burgos,PP
225,Quintanavides,740,9292,Burgos,PSOE
226,Quintanilla de la Mata,1170,9294,Burgos,PP
227,Quintanilla del Agua y Tordueles,3570,9901,Burgos,Cs
228,Quintanilla del Coco,500,9295,Burgos,PP
229,Quintanilla San García,790,9298,Burgos,PP
230,Quintanilla Vivar,8720,9301,Burgos,PP
231,Las Quintanillas,3790,9297,Burgos,C's
232,Rabanera del Pinar,980,9302,Burgos,PCAS
233,Rábanos,820,9303,Burgos,PP
234,Rabé de las Calzadas,2320,9304,Burgos,Cs
235,Rebolledo de la Torre,950,9306,Burgos,PP
236,Redecilla del Camino,1040,9307,Burgos,PR
237,Redecilla del Campo,630,9308,Burgos,PSOE
238,Regumiel de la Sierra,3360,9309,Burgos,PP
239,Reinoso,150,9310,Burgos,AIRE
240,Retuerta,660,9311,Burgos,PSOE
241,Revilla del Campo,1060,9314,Burgos,PSOE
242,Revilla Vallejera,1010,9316,Burgos,PP
243,La Revilla y Ahedo,1020,9312,Burgos,PP
244,Revillarruz,5640,9315,Burgos,PCAS-TC
245,Rezmondo,210,9317,Burgos,PP
246,Riocavado de la Sierra,570,9318,Burgos,PP
247,Roa,2196,9321,Burgos,PP
248,Rojas,640,9323,Burgos,AER
249,Royuela de Río Franco,1770,9325,Burgos,PP
250,Rubena,1930,9326,Burgos,PP
251,Rublacedo de Abajo,290,9327,Burgos,PP
252,Rucandio,640,9328,Burgos,PSOE
253,Salas de Bureba,1350,9329,Burgos,PSOE
254,Salas de los Infantes,198,9330,Burgos,PP
255,Saldaña de Burgos,1890,9332,Burgos,C's
256,Salinillas de Bureba,510,9334,Burgos,PSOE
257,San Adrián de Juarros,940,9335,Burgos,PP
258,San Juan del Monte,1560,9337,Burgos,PP
259,San Mamés de Burgos,3180,9338,Burgos,C's
260,San Martín de Rubiales,1510,9339,Burgos,A.G.E.I.S.M.R.
261,San Millán de Lara,690,9340,Burgos,PP
262,San Vicente del Valle,270,9360,Burgos,PP
263,Santa Cecilia,1000,9343,Burgos,PP
264,Santa Cruz de la Salceda,1320,9345,Burgos,PP
265,Santa Cruz del Valle Urbión,1010,9346,Burgos,PP
266,Santa Gadea del Cid,1520,9347,Burgos,C's
267,Santa Inés,1470,9348,Burgos,PP
268,Santa María del Campo,5180,9350,Burgos,AEI
269,Santa María del Invierno,660,9351,Burgos,PP
