,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,CP,pob_tot_muni,partido_gov_x,pob_tot_muni,partido_gov_y
3486,Castilla y León,Palencia,Osorno la Mayor,34901000300,SANTILLANA DE CAMPOS,1.0,0.0,1.0,1.0,"(42.364722222222, 4.3825)",Not found,34901,1171,PP,1171,PP
3487,Castilla y León,Palencia,Osorno la Mayor,34901000400,VILLADIEZMA,0.96,0.0,1.0,1.0,"(42.395277777778, 4.4102777777778)",Not found,34901,1171,PP,1171,PP
3488,Castilla y León,Palencia,Valle del Retortillo,34902000100,ABASTAS,0.0,0.0,1.0,1.0,"(42.239583333333, 4.7913611111111)","En ‘Abasān al Kabīrah, los veranos son largos, cálidos, bochornosos, áridos y despejados y los inviernos son frescos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 31 °C y rara vez baja a menos de 6 °C o sube a más de 33 °C.",34902,1740,PP,1740,PP
3489,Castilla y León,Palencia,Valle del Retortillo,34902000200,ABASTILLAS,0.0,0.0,1.0,0.63,"(42.256388888889, 4.8041666666667)",Not found,34902,1740,PP,1740,PP
3490,Castilla y León,Palencia,Valle del Retortillo,34902000300,AÑOZA,0.31,0.0,1.0,1.0,"(42.224444444444, 4.785)","En Añora, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -3 °C o sube a más de 37 °C.",34902,1740,PP,1740,PP
3491,Castilla y León,Palencia,Valle del Retortillo,34902000400,VILLALUMBROSO,0.0,0.0,1.0,1.0,"(42.190277777778, 4.7722222222222)",Not found,34902,1740,PP,1740,PP
3492,Castilla y León,Palencia,Valle del Retortillo,34902000500,VILLATOQUITE,0.0,0.0,1.0,1.0,"(42.207777777778, 4.7775)",Not found,34902,1740,PP,1740,PP
3493,Castilla y León,Palencia,Loma de Ucieza,34903000100,BAHILLO,1.0,0.0,1.0,0.85,"(42.441944444444, 4.5783333333333)","En San Basilio, los veranos son calurosos, mojados y mayormente despejados y los inviernos son cortos, fríos, secos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 30 °C y rara vez baja a menos de -1 °C o sube a más de 35 °C.",34903,1990,PSOE,1990,PSOE
3494,Castilla y León,Palencia,Loma de Ucieza,34903000200,GOZÓN DE UCIEZA,1.0,0.0,0.87,0.96,"(42.448333333333, 4.6097222222222)",Not found,34903,1990,PSOE,1990,PSOE
3495,Castilla y León,Palencia,Loma de Ucieza,34903000300,ITERO SECO,1.0,0.0,1.0,0.99,"(42.461111111111, 4.5563888888889)",Not found,34903,1990,PSOE,1990,PSOE
3496,Castilla y León,Palencia,Loma de Ucieza,34903000400,VILLOTA DEL DUQUE,1.0,0.0,0.96,0.97,"(42.491111111111, 4.6030555555556)",Not found,34903,1990,PSOE,1990,PSOE
3497,Castilla y León,Palencia,"Pernía, La",34904000100,AREÑOS,0.8,0.0,1.0,0.99,"(42.9925, 4.4891666666667)","En Punta Arenas, los veranos son frescos, sumamente ventosos y mayormente nublados y los inviernos son muy frío, secos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 14 °C y rara vez baja a menos de -5 °C o sube a más de 18 °C.",34904,3160,PP,3160,PP
3498,Castilla y León,Palencia,"Pernía, La",34904000200,CAMASOBRES,0.0,0.0,1.0,0.97,"(43.012777777778, 4.4919444444444)",Not found,34904,3160,PP,3160,PP
3499,Castilla y León,Palencia,"Pernía, La",34904000300,CAMPO (EL),1.0,0.0,1.0,0.92,"(42.9775, 4.5088888888889)","En El Cairo, los veranos son largos, cálidos, húmedos, áridos y despejados y los inviernos son frescos, secos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 10 °C a 35 °C y rara vez baja a menos de 8 °C o sube a más de 39 °C.",34904,3160,PP,3160,PP
3500,Castilla y León,Palencia,"Pernía, La",34904000400,CASAVEGAS,0.0,0.0,1.0,0.0,"(43.021944444444, 4.5130555555556)","En Cazalegas, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 35 °C y rara vez baja a menos de -4 °C o sube a más de 39 °C.",34904,3160,PP,3160,PP
3501,Castilla y León,Palencia,"Pernía, La",34904000500,LEBANZA,0.31,0.0,1.0,0.74,"(42.968333333333, 4.5269444444444)","En Lebanon, los veranos son cálidos y bochornosos, los inviernos son muy frío y mojados y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 32 °C y rara vez baja a menos de -10 °C o sube a más de 36 °C.",34904,3160,PP,3160,PP
3502,Castilla y León,Palencia,"Pernía, La",34904000600,LORES,0.0,0.0,1.0,0.21,"(42.996388888889, 4.5302777777778)","En Londres, los veranos son cortos, cómodos y parcialmente nublados y los inviernos son largos, muy frío, ventosos y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 23 °C y rara vez baja a menos de -1 °C o sube a más de 29 °C.",34904,3160,PP,3160,PP
3503,Castilla y León,Palencia,"Pernía, La",34904000700,LLAZOS (LOS),0.5,0.0,1.0,0.84,"(42.991111111111, 4.4775)","En Los Llanos de Aridane, los veranos son cómodos, húmedos y áridos; los inviernos son largos, frescos y secos y está ventoso y mayormente despejado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 13 °C a 24 °C y rara vez baja a menos de 11 °C o sube a más de 26 °C.",34904,3160,PP,3160,PP
3504,Castilla y León,Palencia,"Pernía, La",34904000800,PIEDRASLUENGAS,0.0,0.0,1.0,0.24,"(43.036666666667, 4.4575)",Not found,34904,3160,PP,3160,PP
3505,Castilla y León,Palencia,"Pernía, La",34904000900,SAN JUAN DE REDONDO,0.38,0.0,1.0,0.99,"(42.989444444444, 4.4497222222222)",Not found,34904,3160,PP,3160,PP
3506,Castilla y León,Palencia,"Pernía, La",34904001000,SAN SALVADOR DE CANTAMUDA,0.99,0.0,1.0,0.99,"(42.965, 4.4977777777778)",Not found,34904,3160,PP,3160,PP
3507,Castilla y León,Palencia,"Pernía, La",34904001100,SANTA MARÍA DE REDONDO,0.0,0.0,1.0,0.99,"(42.990277777778, 4.4327777777778)",Not found,34904,3160,PP,3160,PP
3508,Castilla y León,Palencia,"Pernía, La",34904001200,TREMAYA,0.0,0.0,1.0,0.82,"(42.980555555556, 4.4611111111111)","En Tresana, los veranos son cortos, calurosos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 27 °C y rara vez baja a menos de -2 °C o sube a más de 30 °C.",34904,3160,PP,3160,PP
3509,Castilla y León,Salamanca,Abusejo,37001000100,ABUSEJO,1.0,0.0,1.0,1.0,"(40.709722222222, 6.14)","En Abusejo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",37001,1660,PP,1660,PP
3510,Castilla y León,Salamanca,Agallas,37002000100,AGALLAS,0.0,0.0,0.99,0.97,"(40.448611111111, 6.4422222222222)","En Águilas, los veranos son cálidos, húmedos, áridos y mayormente despejados y los inviernos son largos, fríos, secos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 31 °C y rara vez baja a menos de 3 °C o sube a más de 33 °C.",37002,1280,PP,1280,PP
3511,Castilla y León,Salamanca,Agallas,37002000200,VEGAS DE DOMINGO REY,0.0,0.0,1.0,0.18,"(40.442777777778, 6.3963888888889)",Not found,37002,1280,PP,1280,PP
3512,Castilla y León,Salamanca,Ahigal de los Aceiteros,37003000100,AHIGAL DE LOS ACEITEROS,1.0,0.0,1.0,1.0,"(40.875277777778, 6.7477777777778)","En Ahigal de los Aceiteros, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, mojados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",37003,1140,PP,1140,PP
3513,Castilla y León,Salamanca,Ahigal de Villarino,37004000100,AHIGAL DE VILLARINO,0.0,0.0,1.0,0.12,"(41.158333333333, 6.3811111111111)","En Ahigal de Villarino, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",37004,240,PP,240,PP
3514,Castilla y León,Salamanca,"Alameda de Gardón, La",37005000100,ALAMEDA DE GARDÓN (LA),0.0,0.0,0.95,0.97,"(40.650833333333, 6.7586111111111)",Not found,37005,670,PP,670,PP
3515,Castilla y León,Salamanca,"Alamedilla, La",37006000100,ALAMEDILLA (LA),0.0,0.0,1.0,0.99,"(40.471944444444, 6.8269444444444)",Not found,37006,1210,PP,1210,PP
3516,Castilla y León,Salamanca,Alaraz,37007000100,ALARAZ,1.0,0.0,1.0,1.0,"(40.7475, 5.2880555555556)","En Alaraz, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",37007,4290,Cs,4290,Cs
3517,Castilla y León,Salamanca,Alaraz,37007000200,GARCIGRANDE,0.0,0.0,0.97,0.98,"(40.699597222222, 5.3523583333333)",Not found,37007,4290,Cs,4290,Cs
3518,Castilla y León,Salamanca,Alba de Tormes,37008000100,ALBA DE TORMES,0.99,0.72,1.0,1.0,"(40.824722222222, 5.5161111111111)","En Alba de Tormes, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",37008,5159,PP,5159,PP
3519,Castilla y León,Salamanca,Alba de Tormes,37008000200,AMATOS DE ALBA,1.0,0.0,1.0,1.0,"(40.848625, 5.4862972222222)",Not found,37008,5159,PP,5159,PP
3520,Castilla y León,Salamanca,Alba de Tormes,37008000300,PALOMARES DE ALBA,0.57,0.0,1.0,1.0,"(40.852077777778, 5.5274527777778)","En McClellan–Palomar Airport, los veranos son cortos, calurosos, áridos y despejados y los inviernos son largos, frescos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 25 °C y rara vez baja a menos de 6 °C o sube a más de 28 °C.",37008,5159,PP,5159,PP
3521,Castilla y León,Salamanca,Alba de Tormes,37008000400,TORREJÓN DE ALBA,0.97,0.0,1.0,1.0,"(40.796733333333, 5.5420222222222)",Not found,37008,5159,PP,5159,PP
3522,Castilla y León,Salamanca,Alba de Tormes,37008000500,PINAR DE ALBA (EL),1.0,0.0,1.0,1.0,"(40.853544444444, 5.5481166666667)",Not found,37008,5159,PP,5159,PP
3523,Castilla y León,Salamanca,Alba de Yeltes,37009000100,ALBA DE YELTES,1.0,0.0,0.97,1.0,"(40.671111111111, 6.3186111111111)","En Alba de Yeltes, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",37009,2160,PP,2160,PP
3524,Castilla y León,Salamanca,Alba de Yeltes,37009000200,MEJORITO (EL),0.0,0.0,0.98,0.99,"(40.673647222222, 6.3496277777778)",Not found,37009,2160,PP,2160,PP
3525,Castilla y León,Salamanca,"Alberca, La",37010000100,ALBERCA (LA),1.0,0.0,1.0,1.0,"(40.489166666667, 6.1111111111111)","En La Alberca, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",37010,1065,PSOE,1065,PSOE
3526,Castilla y León,Salamanca,"Alberca, La",37010000200,BATUECAS (LAS),0.0,0.0,1.0,1.0,,Not found,37010,1065,PSOE,1065,PSOE
3527,Castilla y León,Salamanca,"Alberca, La",37010000300,PRADO CARRERAS,1.0,0.0,1.0,1.0,,Not found,37010,1065,PSOE,1065,PSOE
3528,Castilla y León,Salamanca,"Alberguería de Argañán, La",37011000100,ALBERGUERÍA DE ARGAÑÁN (LA),0.0,0.0,1.0,0.99,"(40.411944444444, 6.8141666666667)",Not found,37011,1070,Cs,1070,Cs
3529,Castilla y León,Salamanca,Alconada,37012000100,ALCONADA,1.0,0.0,1.0,1.0,"(40.911388888889, 5.3633333333333)","En Alcobaça, los veranos son calurosos, secos y mayormente despejados y los inviernos son fríos, mojados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 26 °C y rara vez baja a menos de 2 °C o sube a más de 33 °C.",37012,1440,PP,1440,PP
3530,Castilla y León,Salamanca,Alconada,37012000200,SAN VICENTE,0.73,0.0,1.0,1.0,,"En San Vicente del Raspeig, los veranos son cálidos, bochornosos y mayormente despejados; los inviernos son largos, fríos, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 31 °C y rara vez baja a menos de 2 °C o sube a más de 34 °C.",37012,1440,PP,1440,PP
3531,Castilla y León,Salamanca,Aldeacipreste,37013000100,ALDEACIPRESTE,1.0,0.0,1.0,1.0,"(40.380555555556, 5.8961111111111)","En Aldeacipreste, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 31 °C y rara vez baja a menos de -6 °C o sube a más de 35 °C.",37013,1000,PSOE,1000,PSOE
3532,Castilla y León,Salamanca,Aldeacipreste,37013000200,VALBUENA,1.0,0.0,1.0,1.0,"(40.380555555556, 5.8619444444444)","En Valbuena de Duero, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",37013,1000,PSOE,1000,PSOE
3533,Castilla y León,Salamanca,Aldeadávila de la Ribera,37014000100,ALDEADÁVILA DE LA RIBERA,1.0,0.0,1.0,1.0,"(41.218333333333, 6.62)","En Aldeadávila de la Ribera, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, mojados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",37014,1181,PSOE,1181,PSOE
3534,Castilla y León,Salamanca,Aldeadávila de la Ribera,37014000200,CORPORARIO,0.92,0.0,1.0,1.0,"(41.215277777778, 6.6072222222222)",Not found,37014,1181,PSOE,1181,PSOE
3535,Castilla y León,Salamanca,Aldeadávila de la Ribera,37014000300,SALTO DE ALDEADÁVILA,0.0,0.0,1.0,0.97,,Not found,37014,1181,PSOE,1181,PSOE
3536,Castilla y León,Salamanca,Aldea del Obispo,37015000100,ALDEA DEL OBISPO,0.15,0.0,1.0,1.0,"(40.707222222222, 6.7922222222222)","En Aldea del Obispo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, mojados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 35 °C.",37015,2520,PSOE,2520,PSOE
3537,Castilla y León,Salamanca,Aldea del Obispo,37015000200,CASTILLEJO DE DOS CASAS,0.0,0.0,1.0,0.98,"(40.698055555556, 6.7711111111111)",Not found,37015,2520,PSOE,2520,PSOE
3538,Castilla y León,Salamanca,Aldealengua,37016000100,ALDEALENGUA,0.98,0.0,1.0,1.0,"(40.982222222222, 5.55)","En Aldealengua, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -6 °C o sube a más de 35 °C.",37016,6730,PP,6730,PP
3539,Castilla y León,Salamanca,Aldeanueva de Figueroa,37017000100,ALDEANUEVA DE FIGUEROA,0.98,0.0,1.0,0.98,"(41.147777777778, 5.5247222222222)","En Aldeanueva de Figueroa, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 34 °C.",37017,2440,PP,2440,PP
3540,Castilla y León,Salamanca,Aldeanueva de Figueroa,37017000200,CABEZA BARAJAS,0.0,0.0,0.56,0.4,,Not found,37017,2440,PP,2440,PP
3541,Castilla y León,Salamanca,Aldeanueva de Figueroa,37017000300,LAGUNAS RUBIAS,0.0,0.0,0.84,0.8,,Not found,37017,2440,PP,2440,PP
3542,Castilla y León,Salamanca,Aldeanueva de Figueroa,37017000400,TARAGUDO,0.0,0.0,0.43,0.07,"(40.822777777778, 3.0808333333333)","En Taragudo, los veranos son cortos, cálidos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 31 °C y rara vez baja a menos de -5 °C o sube a más de 36 °C.",37017,2440,PP,2440,PP
3543,Castilla y León,Salamanca,Aldeanueva de la Sierra,37018000100,ALDEANUEVA DE LA SIERRA,0.7,0.0,0.99,1.0,"(40.614722222222, 6.0958333333333)","En Aldeanueva de la Sierra, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",37018,1100,PSOE,1100,PSOE
3544,Castilla y León,Salamanca,Aldearrodrigo,37019000100,ALDEARRODRIGO,0.98,0.0,0.99,0.99,"(41.110555555556, 5.8063888888889)","En Aldearrodrigo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 35 °C.",37019,1470,PP,1470,PP
3545,Castilla y León,Salamanca,Aldearrubia,37020000100,ALDEARRUBIA,0.98,0.0,1.0,0.65,"(41.008055555556, 5.4975)","En Aldearrubia, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -6 °C o sube a más de 34 °C.",37020,5190,PP,5190,PP
3546,Castilla y León,Salamanca,Aldeaseca de Alba,37021000100,ALDEASECA DE ALBA,0.0,0.0,1.0,0.73,"(40.818611111111, 5.4486111111111)","En Aldeaseca de Alba, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",37021,730,PP,730,PP
3547,Castilla y León,Salamanca,Aldeaseca de la Frontera,37022000100,ALDEASECA DE LA FRONTERA,1.0,1.0,1.0,1.0,"(40.941666666667, 5.2077777777778)","En Aldeaseca de la Frontera, los veranos son cortos, calurosos y mayormente despejados; los inviernos son muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",37022,2530,PP,2530,PP
3548,Castilla y León,Salamanca,Aldeatejada,37023000100,ALDEATEJADA,0.95,0.57,1.0,1.0,"(40.923333333333, 5.6925)","En Aldeatejada, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -6 °C o sube a más de 35 °C.",37023,2307,PP,2307,PP
3549,Castilla y León,Salamanca,Aldeatejada,37023000200,MONTALVO PRIMERO,0.0,0.0,0.99,0.99,,Not found,37023,2307,PP,2307,PP
3550,Castilla y León,Salamanca,Aldeatejada,37023000300,OTERO VACIADORES,1.0,0.0,1.0,1.0,,Not found,37023,2307,PP,2307,PP
3551,Castilla y León,Salamanca,Aldeatejada,37023000400,PORQUERIZOS,1.0,0.0,1.0,1.0,,Not found,37023,2307,PP,2307,PP
3552,Castilla y León,Salamanca,Aldeatejada,37023000500,SALVADORIQUE,1.0,0.0,1.0,1.0,,Not found,37023,2307,PP,2307,PP
3553,Castilla y León,Salamanca,Aldeatejada,37023000600,SANCHOVIEJO,1.0,0.0,1.0,1.0,,Not found,37023,2307,PP,2307,PP
3554,Castilla y León,Salamanca,Aldeatejada,37023000700,VISTAHERMOSA,1.0,0.07,1.0,1.0,,"En Villahermosa, los veranos son cortos, cálidos y mayormente despejados; los inviernos son largos, muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 32 °C y rara vez baja a menos de -5 °C o sube a más de 36 °C.",37023,2307,PP,2307,PP
3555,Castilla y León,Salamanca,Aldeatejada,37023000800,HOYOS (LOS),1.0,0.0,1.0,1.0,,"En Los Hoyos, los veranos son cortos, tórridos y mayormente despejados y los inviernos son frescos, secos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 4 °C a 38 °C y rara vez baja a menos de -2 °C o sube a más de 41 °C.",37023,2307,PP,2307,PP
3556,Castilla y León,Salamanca,Aldeatejada,37023000900,MONTALVO MAYOR,0.0,0.0,0.99,0.99,,Not found,37023,2307,PP,2307,PP
3557,Castilla y León,Salamanca,Aldeatejada,37023001000,PEÑAS (LAS),1.0,1.0,1.0,1.0,,"En Alcubilla de las Peñas, los veranos son cortos, calurosos y mayormente despejados; los inviernos son largos, muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",37023,2307,PP,2307,PP
3558,Castilla y León,Salamanca,Aldeatejada,37023001100,SOTO (EL),1.0,0.0,1.0,1.0,,Not found,37023,2307,PP,2307,PP
3559,Castilla y León,Salamanca,Aldeatejada,37023001200,TESO DEL CERCADO,0.0,0.0,1.0,1.0,,Not found,37023,2307,PP,2307,PP
3560,Castilla y León,Salamanca,Aldeatejada,37023001300,VILLA BENITO,0.0,0.0,0.99,0.99,,"En Betio Village, los veranos son cálidos; los inviernos son cortos, calurosos y ventosos y está opresivo, mojado y nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 26 °C a 31 °C y rara vez baja a menos de 25 °C o sube a más de 32 °C.",37023,2307,PP,2307,PP
3561,Castilla y León,Salamanca,Aldeatejada,37023001400,FINCA LA CORDILLERA,1.0,0.0,1.0,1.0,,Not found,37023,2307,PP,2307,PP
3562,Castilla y León,Salamanca,Aldeavieja de Tormes,37024000100,ALDEAVIEJA DE TORMES,0.97,0.0,1.0,1.0,"(40.583333333333, 5.6172222222222)","En Aldeavieja de Tormes, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",37024,1000,PSOE,1000,PSOE
3563,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025000100,ALDEHUELA DE LA BÓVEDA,0.89,0.0,1.0,1.0,"(40.844444444444, 6.0486111111111)","En Aldehuela de la Bóveda, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",37025,2790,PSOE,2790,PSOE
3564,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025000200,CASTRO ENRÍQUEZ,0.71,0.0,0.99,0.99,,Not found,37025,2790,PSOE,2790,PSOE
3565,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025000300,CUARTO DE SÁNCHEZ ARJONA,0.0,0.0,0.98,0.99,,Not found,37025,2790,PSOE,2790,PSOE
3566,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025000400,CUARTO DEL PILAR,0.0,0.0,0.81,0.99,,Not found,37025,2790,PSOE,2790,PSOE
3567,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025000500,ESTACIÓN (LA),0.88,0.0,1.0,1.0,,"En Estación la Piedad, la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 32 °C y rara vez baja a menos de 4 °C o sube a más de 35 °C.",37025,2790,PSOE,2790,PSOE
3568,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025000600,RODASVIEJAS,1.0,0.0,1.0,1.0,"(40.836958333333, 6.1114583333333)",Not found,37025,2790,PSOE,2790,PSOE
3569,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025000700,SANCHOBUENO,0.0,0.0,0.93,0.99,,"En Sanchonuño, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",37025,2790,PSOE,2790,PSOE
3570,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025000800,SEBASTIÁN RUBIO,0.0,0.0,1.0,1.0,,Not found,37025,2790,PSOE,2790,PSOE
3571,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025000900,TEJADILLO,0.0,0.0,1.0,1.0,,"En Tejadillos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 27 °C y rara vez baja a menos de -7 °C o sube a más de 30 °C.",37025,2790,PSOE,2790,PSOE
3572,Castilla y León,Salamanca,Aldehuela de la Bóveda,37025001000,VILLAR DE LOS ÁLAMOS,0.87,0.0,1.0,1.0,,Not found,37025,2790,PSOE,2790,PSOE
3573,Castilla y León,Salamanca,Aldehuela de Yeltes,37026000100,ALDEHUELA DE YELTES,0.98,0.0,0.99,1.0,"(40.663333333333, 6.2438888888889)","En Aldehuela de Yeltes, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",37026,1930,PSOE,1930,PSOE
3574,Castilla y León,Salamanca,Almenara de Tormes,37027000100,ALMENARA DE TORMES,0.98,0.0,0.88,0.69,"(41.064166666667, 5.8233333333333)","En Almenara de Tormes, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 30 °C y rara vez baja a menos de -6 °C o sube a más de 35 °C.",37027,2890,PP,2890,PP
3575,Castilla y León,Salamanca,Almendra,37028000100,ALMENDRA,0.83,0.0,0.98,0.99,"(41.229722222222, 6.3411111111111)","En Almendralejo, los veranos son cálidos, secos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 34 °C y rara vez baja a menos de -2 °C o sube a más de 39 °C.",37028,1400,PP,1400,PP
