,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,coord,Weather_info,population
47724,Castilla y León,Palencia,Olmos de Ojeda,34114000700,VEGA DE BUR,0.0,0.0,0.77,0.99,"(42.751111111111, 4.4675)",Not found,25 hab.(INE2020)
47725,Castilla y León,Palencia,Olmos de Ojeda,34114000800,VILLAVEGA DE OJEDA,0.0,0.0,0.75,0.77,"(42.685277777778, 4.4294444444444)",Not found,18 hab.(INE2020)
47726,Castilla y León,Palencia,Olmos de Ojeda,34114000900,PISÓN DE OJEDA,0.0,0.0,1.0,1.0,"(42.771666666667, 4.4752777777778)",Not found,3 hab.(INE2020)
47727,Castilla y León,Palencia,Osornillo,34116000100,OSORNILLO,0.58,0.0,0.68,0.46,"(42.366666666667, 4.2830555555556)","En Osornillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",56 hab.(2021)
47728,Castilla y León,Palencia,Palencia,34120000100,PALENCIA,1.0,1.0,1.0,1.0,"(42.016666666667, 4.5333333333333)","En Palencia, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",77 090 hab.(2021)
47729,Castilla y León,Palencia,Palencia,34120000200,PAREDES DE MONTE,0.23,0.0,0.97,0.97,"(41.949722222222, 4.6375)",Not found,23 hab.(INE2020)
47730,Castilla y León,Palencia,Palenzuela,34121000100,PALENZUELA,0.41,0.0,0.79,0.99,"(42.095277777778, 4.1291666666667)","En Palenzuela, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",214 hab.(2021)
47731,Castilla y León,Palencia,Páramo de Boedo,34122000100,PÁRAMO DE BOEDO,0.0,0.0,1.0,1.0,"(42.5775, 4.4)","En Páramo de Boedo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -5 °C o sube a más de 31 °C.",106 hab.(2021)
47732,Castilla y León,Palencia,Páramo de Boedo,34122000200,VILLANECERIEL DE BOEDO,0.0,0.0,1.0,1.0,"(42.596111111111, 4.3977777777778)",Not found,11 hab.(INE2020)
47733,Castilla y León,Palencia,Páramo de Boedo,34122000300,ZORITA DEL PÁRAMO,0.88,0.0,1.0,1.0,"(42.603055555556, 4.3591666666667)",Not found,33 hab.(INE2020)
47734,Castilla y León,Palencia,Páramo de Boedo,34122000400,SALTOS DEL SIL,1.0,0.0,1.0,1.0,,"En Santo Domingo de Silos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 27 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",
47735,Castilla y León,Palencia,Paredes de Nava,34123000100,PAREDES DE NAVA,1.0,0.0,1.0,0.99,"(42.152777777778, 4.6944444444444)","En Paredes de Nava, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1875 hab.(2021)
47736,Castilla y León,Palencia,Payo de Ojeda,34124000100,PAYO DE OJEDA,0.0,0.0,1.0,0.99,"(42.716666666667, 4.4830555555556)","En Payo de Ojeda, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 24 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",63 hab.(2021)
47737,Castilla y León,Palencia,Pedraza de Campos,34125000100,PEDRAZA DE CAMPOS,0.0,0.0,1.0,0.56,"(41.983888888889, 4.7347222222222)","En Pedraza de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",74 hab.(2021)
47738,Castilla y León,Palencia,Pedrosa de la Vega,34126000100,GAÑINAS DE LA VEGA,1.0,0.0,1.0,1.0,"(42.483611111111, 4.7188888888889)",Not found,46 hab.(INE2020)
47739,Castilla y León,Palencia,Pedrosa de la Vega,34126000200,LOBERA DE LA VEGA,1.0,0.0,1.0,1.0,"(42.499444444444, 4.7294444444444)",Not found,81 hab.(INE2020)
47740,Castilla y León,Palencia,Pedrosa de la Vega,34126000300,PEDROSA DE LA VEGA,1.0,0.0,1.0,1.0,"(42.482222222222, 4.7458333333333)","En Pedrosa de la Vega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 31 °C.",288 hab.(2021)
47741,Castilla y León,Palencia,Pedrosa de la Vega,34126000400,VILLARRODRIGO DE LA VEGA,1.0,0.0,1.0,1.0,"(42.473055555556, 4.7680555555556)",Not found,121 hab.(INE2020)
47742,Castilla y León,Palencia,Perales,34127000100,PERALES,1.0,0.0,1.0,1.0,"(42.193888888889, 4.5802777777778)","En Perales de Tajuña, los veranos son cortos, cálidos y mayormente despejados; los inviernos son largos, muy frío y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 33 °C y rara vez baja a menos de -5 °C o sube a más de 37 °C.",91 hab.(2021)
47743,Castilla y León,Palencia,Perales,34127000200,VILLAFRUELA,1.0,0.0,1.0,1.0,"(42.181944444444, 4.5727777777778)","En Villafruela, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",5 hab.(INE2020)
47744,Castilla y León,Palencia,Perales,34127000300,VILLALDAVÍN,0.95,0.0,1.0,1.0,"(42.159722222222, 4.5722222222222)",Not found,35 hab.(INE2020)
47745,Castilla y León,Palencia,Pino del Río,34129000100,CELADILLA DEL RÍO,0.0,0.0,1.0,0.99,"(42.608055555556, 4.7955555555556)",Not found,52 hab.(INE2020)
47746,Castilla y León,Palencia,Pino del Río,34129000200,PINO DEL RÍO,1.0,0.0,0.99,0.99,"(42.644166666667, 4.8077777777778)","En Pino del Río, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",174 hab.(2021)
47747,Castilla y León,Palencia,Piña de Campos,34130000100,PIÑA DE CAMPOS,0.97,0.0,1.0,1.0,"(42.213611111111, 4.4369444444444)","En Piña de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",203 hab.(2021)
47748,Castilla y León,Palencia,Población de Arroyo,34131000100,ARROYO,1.0,0.0,1.0,1.0,"(42.311666666667, 4.8566666666667)","En San Nicolás de los Arroyos, los veranos son calurosos, húmedos, mojados y mayormente despejados y los inviernos son cortos, fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 6 °C a 31 °C y rara vez baja a menos de -1 °C o sube a más de 35 °C.",20 hab.(INE2020)
47749,Castilla y León,Palencia,Población de Arroyo,34131000200,POBLACIÓN DE ARROYO,1.0,0.0,1.0,1.0,"(42.336388888889, 4.8738888888889)","En Población de Arroyo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",56 hab.(2021)
47750,Castilla y León,Palencia,Población de Campos,34132000100,POBLACIÓN DE CAMPOS,0.96,0.96,1.0,1.0,"(42.269722222222, 4.4469444444444)","En Población de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",135 hab.(2021)
47751,Castilla y León,Palencia,Población de Cerrato,34133000100,POBLACIÓN DE CERRATO,0.0,0.0,1.0,1.0,"(41.792777777778, 4.4283333333333)","En Población de Cerrato, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",112 hab.(2021)
47752,Castilla y León,Palencia,Polentinos,34134000100,POLENTINOS,1.0,0.0,1.0,1.0,"(42.938888888889, 4.5269444444444)","En Polentinos, los veranos son cortos, cómodos, secos y parcialmente nublados y los inviernos son largos, muy frío, nevados, ventosos y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 21 °C y rara vez baja a menos de -6 °C o sube a más de 26 °C.",44 hab.(2021)
47753,Castilla y León,Palencia,Pomar de Valdivia,34135000100,BÁSCONES DE VALDIVIA,1.0,0.0,1.0,1.0,"(42.765833333333, 4.1847222222222)",Not found,17 hab.(INE2020)
47754,Castilla y León,Palencia,Pomar de Valdivia,34135000200,CAMESA DE VALDIVIA,0.91,0.0,1.0,1.0,"(42.783888888889, 4.2358333333333)",Not found,88 hab.(INE2020)
47755,Castilla y León,Palencia,Pomar de Valdivia,34135000300,CEZURA,0.0,0.0,1.0,1.0,"(42.813333333333, 4.1730555555556)","En Ceuta, los veranos son cortos, calurosos, bochornosos, áridos y mayormente despejados y los inviernos son largos, frescos, mojados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 11 °C a 27 °C y rara vez baja a menos de 8 °C o sube a más de 30 °C.",10 hab.(INE2020)
47756,Castilla y León,Palencia,Pomar de Valdivia,34135000400,HELECHA DE VALDIVIA,0.22,0.0,1.0,1.0,"(42.796111, 4.168333)",Not found,16 hab.(INE2020)
47757,Castilla y León,Palencia,Pomar de Valdivia,34135000500,LASTRILLA,1.0,0.0,0.99,1.0,"(42.800555555556, 4.095)","En La Lastrilla, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",7 hab.(INE2020)
47758,Castilla y León,Palencia,Pomar de Valdivia,34135000600,POMAR DE VALDIVIA,1.0,0.0,1.0,1.0,"(42.773888888889, 4.1694444444444)","En Pomar de Valdivia, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 24 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",475 hab.(2021)
47759,Castilla y León,Palencia,Pomar de Valdivia,34135000700,PORQUERA DE LOS INFANTES,0.93,0.0,1.0,1.0,"(42.796388888889, 4.2161111111111)",Not found,32 hab.(INE2020)
47760,Castilla y León,Palencia,Pomar de Valdivia,34135000800,QUINTANILLA DE LAS TORRES,1.0,0.0,1.0,1.0,"(42.795555555556, 4.2152777777778)",Not found,78 hab.(INE2020)
47761,Castilla y León,Palencia,Pomar de Valdivia,34135000900,REBOLLEDO DE LA INERA,1.0,0.0,1.0,1.0,"(42.764166666667, 4.2013888888889)",Not found,5 hab.(INE2020)
47762,Castilla y León,Palencia,Pomar de Valdivia,34135001000,RESPENDA DE AGUILAR,0.5,0.0,1.0,0.99,"(42.747222222222, 4.1011111111111)",Not found,2 hab.(INE2020)
47763,Castilla y León,Palencia,Pomar de Valdivia,34135001100,REVILLA DE POMAR,0.89,0.0,1.0,1.0,"(42.770833333333, 4.1513888888889)",Not found,32 hab.(INE2020)
47764,Castilla y León,Palencia,Pomar de Valdivia,34135001200,VILLAESCUSA DE LAS TORRES,0.36,0.0,1.0,1.0,"(42.758888888889, 4.2527777777778)",Not found,17 hab.(INE2020)
47765,Castilla y León,Palencia,Pomar de Valdivia,34135001300,VILLALLANO,0.95,0.0,1.0,1.0,"(42.765555555556, 4.2366666666667)","En Villalpando, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",57 hab.(INE2020)
47766,Castilla y León,Palencia,Pomar de Valdivia,34135001400,VILLARÉN DE VALDIVIA,0.89,0.0,1.0,1.0,"(42.777777777778, 4.1930555555556)",Not found,43 hab.(INE2020)
47767,Castilla y León,Palencia,Poza de la Vega,34136000100,POZA DE LA VEGA,1.0,1.0,0.89,1.0,"(42.578333333333, 4.7966666666667)","En Poza de la Vega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -5 °C o sube a más de 30 °C.",175 hab.(2021)
47768,Castilla y León,Palencia,Pozo de Urama,34137000100,POZO DE URAMA,0.0,0.0,1.0,0.98,"(42.254166666667, 4.8947222222222)","En Pozo de Urama, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",21 hab.(2021)
47769,Castilla y León,Palencia,Prádanos de Ojeda,34139000100,PRÁDANOS DE OJEDA,0.89,0.0,1.0,1.0,"(42.682222222222, 4.3477777777778)","En Prádanos de Ojeda, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 30 °C.",185 hab.(2021)
47770,Castilla y León,Palencia,"Puebla de Valdavia, La",34140000100,PUEBLA DE VALDAVIA (LA),1.0,0.0,1.0,1.0,"(42.673611111111, 4.6097222222222)",Not found,92 hab.(2021)
47771,Castilla y León,Palencia,"Puebla de Valdavia, La",34140000200,BARRIO DE LA PUEBLA (EL),1.0,0.0,1.0,1.0,"(42.671666666667, 4.6205555555556)",Not found,36 hab.(INE2020)
47772,Castilla y León,Palencia,Quintana del Puente,34141000200,QUINTANA DEL PUENTE,0.95,0.0,1.0,1.0,"(42.083611111111, 4.2063888888889)","En Quintana del Puente, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",290 hab.(2021)
47773,Castilla y León,Palencia,Quintanilla de Onsoña,34143000100,PORTILLEJO,1.0,0.0,0.74,0.85,"(42.479444444444, 4.6405555555556)","En Portillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 30 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",15 hab.(INE2020)
47774,Castilla y León,Palencia,Quintanilla de Onsoña,34143000200,QUINTANILLA DE ONSOÑA,0.0,0.0,1.0,0.9,"(42.469166666667, 4.6636111111111)","En Quintanilla de Onsoña, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",179 hab.(2021)
47775,Castilla y León,Palencia,Quintanilla de Onsoña,34143000300,VELILLAS DEL DUQUE,1.0,0.0,1.0,0.99,"(42.476944444444, 4.6938888888889)",Not found,25 hab.(INE2020)
47776,Castilla y León,Palencia,Quintanilla de Onsoña,34143000400,VILLANTODRIGO,0.0,0.0,0.75,0.66,"(42.493333333333, 4.6627777777778)",Not found,10 hab.(INE2020)
47777,Castilla y León,Palencia,Quintanilla de Onsoña,34143000500,VILLAPROVIANO,1.0,0.0,1.0,0.85,"(42.446388888889, 4.6433333333333)",Not found,52 hab.(INE2020)
47778,Castilla y León,Palencia,Quintanilla de Onsoña,34143000600,VILLARMIENZO,0.0,0.0,1.0,1.0,"(42.500277777778, 4.6858333333333)","En Villariezo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",44 hab.(INE2020)
47779,Castilla y León,Palencia,Reinoso de Cerrato,34146000100,REINOSO DE CERRATO,0.74,0.0,1.0,1.0,"(41.975833333333, 4.3830555555556)","En Reinoso de Cerrato, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",58 hab.(2021)
47780,Castilla y León,Palencia,Renedo de la Vega,34147000100,ALBALÁ DE LA VEGA,1.0,0.0,1.0,1.0,"(42.440277777778, 4.7186111111111)","En Alcalá de la Vega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 31 °C.",18 hab.(INE2020)
47781,Castilla y León,Palencia,Renedo de la Vega,34147000200,MOSLARES DE LA VEGA,1.0,0.0,1.0,1.0,"(42.461666666667, 4.715)",Not found,50 hab.(INE2018)
47782,Castilla y León,Palencia,Renedo de la Vega,34147000300,RENEDO DE LA VEGA,1.0,0.0,1.0,1.0,"(42.453611111111, 4.7027777777778)","En Renedo de la Vega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",191 hab.(2021)
47783,Castilla y León,Palencia,Renedo de la Vega,34147000400,SANTILLÁN DE LA VEGA,1.0,0.0,1.0,1.0,"(42.440555555556, 4.7097222222222)",Not found,41 hab.(INE2020)
47784,Castilla y León,Palencia,Requena de Campos,34149000100,REQUENA DE CAMPOS,0.0,0.0,1.0,0.83,"(42.307777777778, 4.3436111111111)","En Requena de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",22 hab.(2021)
47785,Castilla y León,Palencia,Respenda de la Peña,34151000100,BAÑOS DE LA PEÑA,1.0,0.0,1.0,1.0,"(42.723055555556, 4.6502777777778)",Not found,16 hab.(INE2020)
47786,Castilla y León,Palencia,Respenda de la Peña,34151000200,BARAJORES,0.0,0.0,1.0,0.83,"(42.764722222222, 4.6722222222222)","En Baradères, los veranos son cortos, cálidos, opresivos y nublados; los inviernos son calurosos, bochornosos y mayormente despejados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 24 °C a 32 °C y rara vez baja a menos de 23 °C o sube a más de 33 °C.",26 hab.(INE2020)
47787,Castilla y León,Palencia,Respenda de la Peña,34151000300,FONTECHA,0.0,0.0,1.0,0.67,"(42.743888888889, 4.7216666666667)","En Fonseca, los veranos son cortos, cálidos y secos; los inviernos son calurosos y está opresivo y nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 22 °C a 33 °C y rara vez baja a menos de 20 °C o sube a más de 35 °C.",18 hab.(INE2020)
47788,Castilla y León,Palencia,Respenda de la Peña,34151000400,RESPENDA DE LA PEÑA,0.37,0.0,1.0,0.99,"(42.764166666667, 4.6866666666667)","En Respenda de la Peña, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 24 °C y rara vez baja a menos de -5 °C o sube a más de 28 °C.",147 hab.(2021)
47789,Castilla y León,Palencia,Respenda de la Peña,34151000500,RIOSMENUDOS DE LA PEÑA,0.0,0.0,1.0,0.76,"(42.751666666667, 4.6580555555556)",Not found,24 hab.(INE2020)
47790,Castilla y León,Palencia,Respenda de la Peña,34151000600,SANTANA,0.76,0.0,1.0,1.0,"(42.739166666667, 4.6558333333333)","En Feira de Santana, los veranos son largos, cálidos, opresivos y mayormente nublados y los inviernos son cortos, cómodos, bochornosos y mayormente despejados. Durante el transcurso del año, la temperatura generalmente varía de 18 °C a 35 °C y rara vez baja a menos de 15 °C o sube a más de 37 °C.",20 hab.(INE2020)
47791,Castilla y León,Palencia,Respenda de la Peña,34151000700,VEGA DE RIACOS,0.0,0.0,1.0,0.97,"(42.757777777778, 4.6736111111111)",Not found,3 hab.(INE2020)
47792,Castilla y León,Palencia,Revenga de Campos,34152000100,REVENGA DE CAMPOS,0.99,0.0,0.87,0.91,"(42.283888888889, 4.4825)","En Revenga de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",147 hab.(2021)
47793,Castilla y León,Palencia,Revilla de Collazos,34154000100,REVILLA DE COLLAZOS,0.12,0.0,1.0,0.99,"(42.629722222222, 4.5041666666667)","En Revilla de Collazos, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 30 °C.",79 hab.(2021)
47794,Castilla y León,Palencia,Ribas de Campos,34155000100,RIBAS DE CAMPOS,0.85,0.0,0.91,1.0,"(42.153888888889, 4.5166666666667)","En Ribas de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",137 hab.(2021)
47795,Castilla y León,Palencia,Riberos de la Cueza,34156000100,RIBEROS DE LA CUEZA,0.0,0.0,1.0,0.99,"(42.278333333333, 4.7252777777778)","En Riberos de la Cueza, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",54 hab.(2021)
47796,Castilla y León,Palencia,Saldaña,34157000100,CARBONERA,0.0,0.0,1.0,0.84,,"En Carboneras, los veranos son calurosos, bochornosos, áridos y mayormente despejados y los inviernos son largos, frescos, secos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 8 °C a 29 °C y rara vez baja a menos de 5 °C o sube a más de 32 °C.",
47797,Castilla y León,Palencia,Saldaña,34157000200,MEMBRILLAR,0.0,0.0,0.81,0.55,"(42.558611111111, 4.6936111111111)","En Membrilla, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 33 °C y rara vez baja a menos de -3 °C o sube a más de 37 °C.",44 hab.(INE2020)
47798,Castilla y León,Palencia,Saldaña,34157000300,RELEA DE LA LOMA,0.0,0.0,1.0,1.0,"(42.522777777778, 4.7047222222222)",Not found,27 hab.(INE2020)
47799,Castilla y León,Palencia,Saldaña,34157000400,RENEDO DEL MONTE,0.0,0.0,0.6,0.6,"(42.542777777778, 4.6788888888889)",Not found,11 hab.(INE2020)
47800,Castilla y León,Palencia,Saldaña,34157000500,SALDAÑA,1.0,1.0,1.0,1.0,"(42.520166666667, 4.7372777777778)","En Saldaña, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -5 °C o sube a más de 31 °C.",2950 hab.(2021)
47801,Castilla y León,Palencia,Saldaña,34157000600,SAN MARTÍN DEL OBISPO,1.0,1.0,1.0,1.0,"(42.516388888889, 4.7538888888889)","En San Martín Obispo (San Martín San Pedro), la temporada de lluvia es nublada, la temporada seca es parcialmente nublada y es cómodo durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 23 °C y rara vez baja a menos de -2 °C o sube a más de 26 °C.",115 hab.(INE2018)
47802,Castilla y León,Palencia,Saldaña,34157000700,VALCABADILLO,0.0,0.0,1.0,1.0,"(42.571388888889, 4.7588888888889)",Not found,29 hab.(INE2020)
47803,Castilla y León,Palencia,Saldaña,34157000800,VALENOSO,0.0,0.0,1.0,0.31,"(42.548055555556, 4.6458333333333)",Not found,17 hab.(INE2020)
47804,Castilla y León,Palencia,Saldaña,34157000900,VEGA DE DOÑA OLIMPA,0.0,0.0,1.0,0.31,"(42.525, 4.6430555555556)",Not found,33 hab.(INE2020)
47805,Castilla y León,Palencia,Saldaña,34157001000,VILLAFRUEL,0.0,0.0,1.0,0.86,"(42.575, 4.7311111111111)","En Villafruela, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",24 hab.(INE2020)
47806,Castilla y León,Palencia,Saldaña,34157001100,VILLALAFUENTE,0.97,0.0,1.0,1.0,"(42.538611111111, 4.7175)",Not found,34 hab.(INE2020)
47807,Castilla y León,Palencia,Saldaña,34157001200,VILLANUEVA DEL MONTE,0.0,0.0,0.98,0.96,"(42.533611111111, 4.6638888888889)","En Villanova Monteleone, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, fríos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 3 °C a 29 °C y rara vez baja a menos de -1 °C o sube a más de 33 °C.",22 hab.(INE2020)
47808,Castilla y León,Palencia,Saldaña,34157001300,VILLASUR,0.0,0.0,1.0,0.45,"(42.581388888889, 4.6986111111111)","En Villasor, los veranos son cortos, cálidos, húmedos, áridos y mayormente despejados y los inviernos son largos, fríos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 5 °C a 33 °C y rara vez baja a menos de 0 °C o sube a más de 37 °C.",14 hab.(INE2020)
47809,Castilla y León,Palencia,Saldaña,34157001400,VILLORQUITE DEL PÁRAMO,0.0,0.0,1.0,1.0,"(42.564166666667, 4.7283333333333)",Not found,15 hab.(INE2020)
47810,Castilla y León,Palencia,Salinas de Pisuerga,34158000100,MONASTERIO,0.0,0.0,1.0,0.84,"(42.875833333333, 4.3630555555556)","En Monesterio, los veranos son cortos, cálidos, áridos y mayormente despejados y los inviernos son fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 32 °C y rara vez baja a menos de -2 °C o sube a más de 36 °C.",16 hab.(INE2020)
