,Comunidad Autónoma,Provincia,Municipio,Código ESP,Entidad Singular de Población,Cobertura ≥ 30Mbps,Cobertura redes fijas ≥ 100Mbps,Cobertura 3G HSPA,Cobertura 4G LTE,Weather_info,pob_tot_muni,partido_gov_x,pob_tot_muni.1,partido_gov_y,population,T_minMedia,T_maxMedia,T_minExtrema,T_maxExtrema,location
3079,Castilla y León,Palencia,Ampudia,34010000100,AMPUDIA,1.0,0.0,1.0,1.0,"En Ampudia, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 29 °C y rara vez baja a menos de -5 °C o sube a más de 34 °C.",6000.0,PSOE,6000,PSOE,600 hab.(2021),-0,29,-5,34,"{'type': 'Point', 'coordinates': [4.7792135, 41.9148751]}"
3080,Castilla y León,Palencia,Ampudia,34010000200,DEHESILLA,0.0,0.0,1.0,0.12,Not found,6000.0,PSOE,6000,PSOE,14 hab.(INE2012),,,,,"{'type': 'Point', 'coordinates': [6.26666667, 40.31666667]}"
3081,Castilla y León,Palencia,Ampudia,34010000300,ESQUILEO DE ABAJO,0.0,0.0,1.0,0.56,Not found,6000.0,PSOE,6000,PSOE,1 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.8216666666667, 41.876388888889]}"
3082,Castilla y León,Palencia,Ampudia,34010000400,ESQUILEO DE ARRIBA,0.0,0.0,1.0,0.3,Not found,6000.0,PSOE,6000,PSOE,0 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.7838888888889, 41.835277777778]}"
3083,Castilla y León,Palencia,Ampudia,34010000500,MONTE LA TORRE,0.0,0.0,1.0,0.92,Not found,6000.0,PSOE,6000,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
3084,Castilla y León,Palencia,Ampudia,34010000600,RAYACES,0.0,0.0,1.0,0.22,"En Ráfales, los veranos son cortos, calurosos y mayormente despejados; los inviernos son largos, muy frío, ventosos y parcialmente nublados y está seco durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 29 °C y rara vez baja a menos de -6 °C o sube a más de 33 °C.",6000.0,PSOE,6000,PSOE,4 hab.(INE2020),-1,29,-6,33,"{'type': 'Point', 'coordinates': [4.7141666666667, 41.921388888889]}"
3085,Castilla y León,Palencia,Ampudia,34010000700,VALDEBUSTOS,0.0,0.0,0.99,0.6,Not found,6000.0,PSOE,6000,PSOE,0 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.8294444444444, 41.903888888889]}"
3086,Castilla y León,Palencia,Ampudia,34010000800,VALORIA DEL ALCOR,0.0,0.0,1.0,0.99,Not found,6000.0,PSOE,6000,PSOE,53 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.8033333333333, 41.898611111111]}"
3087,Castilla y León,Palencia,Ampudia,34010000900,NUESTRA SEÑORA DE ALCONADA,0.0,0.0,1.0,0.0,Not found,6000.0,PSOE,6000,PSOE,,,,,,"{'type': 'Point', 'coordinates': [0.0, 0.0]}"
3088,Castilla y León,Palencia,Amusco,34011000100,AMUSCO,0.99,0.0,1.0,1.0,"En Amusco, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",4140.0,PP,4140,PP,414 hab.(2021),0,29,-4,33,"{'type': 'Point', 'coordinates': [4.4669444444444, 42.175555555556]}"
3089,Castilla y León,Palencia,Amusco,34011000200,VALDESPINA,0.17,0.0,1.0,0.97,"En Pianello Vallesina, los veranos son calurosos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 30 °C y rara vez baja a menos de -3 °C o sube a más de 35 °C.",4140.0,PP,4140,PP,95 hab.(INE2020),1,30,-3,35,"{'type': 'Point', 'coordinates': [4.4252777777778, 42.131944444444]}"
3090,Castilla y León,Palencia,Antigüedad,34012000100,ANTIGÜEDAD,1.0,0.0,1.0,0.98,"En Antigüedad, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",3620.0,PSOE,3620,PSOE,362 hab.(2021),-1,28,-5,33,"{'type': 'Point', 'coordinates': [4.1186111111111, 41.946666666667]}"
3091,Castilla y León,Palencia,Arconada,34015000100,ARCONADA,0.0,0.0,1.0,0.99,"En Arconada, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",430.0,PP,430,PP,43 hab.(2021),-0,28,-4,32,"{'type': 'Point', 'coordinates': [4.4952828, 42.3276271]}"
3092,Castilla y León,Palencia,Astudillo,34017000100,ASTUDILLO,1.0,0.0,1.0,0.99,"En Astudillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1021.0,PP,1021,PP,1021 hab.(2021),-0,28,-4,33,"{'type': 'Point', 'coordinates': [4.294512, 42.1919936]}"
3093,Castilla y León,Palencia,Astudillo,34017000200,PALACIOS DEL ALCOR,0.0,0.0,1.0,0.17,Not found,1021.0,PP,1021,PP,21 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.3702777777778, 42.179722222222]}"
3094,Castilla y León,Palencia,Autilla del Pino,34018000100,AUTILLA DEL PINO,0.0,0.0,0.99,0.99,"En Autilla del Pino, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",2170.0,PP,2170,PP,217 hab.(2021),-0,28,-5,33,"{'type': 'Point', 'coordinates': [4.6330555555556, 41.983055555556]}"
3095,Castilla y León,Palencia,Autillo de Campos,34019000100,AUTILLO DE CAMPOS,1.0,0.0,1.0,1.0,"En Autillo de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1320.0,PP,1320,PP,132 hab.(2021),0,29,-4,33,"{'type': 'Point', 'coordinates': [4.8330555555556, 42.083055555556]}"
3096,Castilla y León,Palencia,Ayuela,34020000100,AYUELA,0.0,0.0,1.0,0.99,"En Ayutla de los Libres, la temporada de lluvia es opresiva y nublada, la temporada seca es húmeda y parcialmente nublada y es muy caliente durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de 17 °C a 33 °C y rara vez baja a menos de 15 °C o sube a más de 35 °C.",540.0,PSOE,540,PSOE,54 hab.(2021),17,33,15,35,"{'type': 'Point', 'coordinates': [4.6677777777778, 42.632222222222]}"
3097,Castilla y León,Palencia,Baltanás,34022000100,BALTANÁS,1.0,1.0,1.0,0.99,"En Baltanás, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -5 °C o sube a más de 33 °C.",1219.0,PP,1219,PP,1219 hab.(2021),-0,28,-5,33,"{'type': 'Point', 'coordinates': [4.2463888888889, 41.938333333333]}"
3098,Castilla y León,Palencia,Baltanás,34022000200,VALDECAÑAS DE CERRATO,0.21,0.0,1.0,0.09,Not found,1219.0,PP,1219,PP,56 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.1863888888889, 41.9925]}"
3099,Castilla y León,Palencia,Venta de Baños,34023000100,BAÑOS DE CERRATO,1.0,1.0,1.0,1.0,Not found,6399.0,PSOE,6399,PSOE,367 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4752777777778, 41.921111111111]}"
3100,Castilla y León,Palencia,Venta de Baños,34023000200,CEMENTOS HONTORIA,0.0,0.0,0.99,0.98,Not found,6399.0,PSOE,6399,PSOE,0 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.4669444444444, 41.941666666667]}"
3101,Castilla y León,Palencia,Venta de Baños,34023000300,VENTA DE BAÑOS,1.0,1.0,1.0,1.0,"En Venta de Baños, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",6399.0,PSOE,6399,PSOE,6399 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.49454, 41.9213806]}"
3102,Castilla y León,Palencia,Baquerín de Campos,34024000100,BAQUERÍN DE CAMPOS,0.7,0.0,1.0,1.0,"En Baquerín de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",260.0,PP,260,PP,26 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.7830555555556, 42.016666666667]}"
3103,Castilla y León,Palencia,Bárcena de Campos,34025000100,BÁRCENA DE CAMPOS,0.89,0.0,1.0,0.99,"En Bárcena de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",520.0,PP,520,PP,52 hab.(2021),-1,27,-5,32,"{'type': 'Point', 'coordinates': [4.4987889, 42.4834048]}"
3104,Castilla y León,Palencia,Barruelo de Santullán,34027000100,BARRUELO DE SANTULLÁN,0.99,0.12,1.0,1.0,"En Barruelo de Santullán, los veranos son cortos, cómodos y secos; los inviernos son largos, muy frío, nevados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 22 °C y rara vez baja a menos de -6 °C o sube a más de 27 °C.",1187.0,PSOE,1187,PSOE,1187 hab.(2021),-2,22,-6,27,"{'type': 'Point', 'coordinates': [4.2833333333333, 42.9075]}"
3105,Castilla y León,Palencia,Barruelo de Santullán,34027000200,BUSTILLO DE SANTULLÁN,0.14,0.0,0.85,0.89,Not found,1187.0,PSOE,1187,PSOE,22 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.3480555555556, 42.870833333333]}"
3106,Castilla y León,Palencia,Barruelo de Santullán,34027000300,CILLAMAYOR,0.78,0.0,1.0,0.99,Not found,1187.0,PSOE,1187,PSOE,76 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.2783333333333, 42.863055555556]}"
3107,Castilla y León,Palencia,Barruelo de Santullán,34027000400,MATABUENA,0.83,0.0,1.0,1.0,"En Matabuena, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 32 °C.",1187.0,PSOE,1187,PSOE,6 hab.(INE2020),-2,28,-6,32,"{'type': 'Point', 'coordinates': [4.295, 42.866388888889]}"
3108,Castilla y León,Palencia,Barruelo de Santullán,34027000500,NAVA DE SANTULLÁN,0.92,0.0,0.97,0.96,Not found,1187.0,PSOE,1187,PSOE,25 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.3158333333333, 42.878055555556]}"
3109,Castilla y León,Palencia,Barruelo de Santullán,34027000600,PORQUERA DE SANTULLÁN,1.0,0.0,1.0,1.0,Not found,1187.0,PSOE,1187,PSOE,75 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.2877777777778, 42.891388888889]}"
3110,Castilla y León,Palencia,Barruelo de Santullán,34027000700,REVILLA DE SANTULLÁN,1.0,0.0,1.0,1.0,Not found,1187.0,PSOE,1187,PSOE,22 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.2927777777778, 42.891111111111]}"
3111,Castilla y León,Palencia,Barruelo de Santullán,34027000800,SANTA MARÍA DE NAVA,0.84,0.0,1.0,0.97,"En Santa Maria Navarrese, los veranos son cortos, cálidos, bochornosos, secos y mayormente despejados y los inviernos son largos, fríos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 9 °C a 31 °C y rara vez baja a menos de 5 °C o sube a más de 34 °C.",1187.0,PSOE,1187,PSOE,9 hab.(INE2020),9,31,5,34,"{'type': 'Point', 'coordinates': [4.3086111111111, 42.882222222222]}"
3112,Castilla y León,Palencia,Barruelo de Santullán,34027000900,VERBIOS,0.0,0.0,1.0,0.62,"En Verbier, los veranos son frescos, los inviernos son helados y nevados y está parcialmente nublado todo el año. Durante el transcurso del año, la temperatura generalmente varía de -10 °C a 18 °C y rara vez baja a menos de -14 °C o sube a más de 23 °C.",1187.0,PSOE,1187,PSOE,12 hab.(INE2020),-10,18,-14,23,"{'type': 'Point', 'coordinates': [4.3469444444444, 42.880277777778]}"
3113,Castilla y León,Palencia,Barruelo de Santullán,34027001000,VILLABELLACO,0.85,0.0,1.0,0.99,Not found,1187.0,PSOE,1187,PSOE,12 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.3108333333333, 42.892777777778]}"
3114,Castilla y León,Palencia,Barruelo de Santullán,34027001100,VILLANUEVA DE LA TORRE,0.6,0.0,1.0,1.0,"En Villanueva de la Torre, los veranos son cortos, cálidos, secos y mayormente despejados y los inviernos son largos, muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 33 °C y rara vez baja a menos de -5 °C o sube a más de 37 °C.",1187.0,PSOE,1187,PSOE,10 hab.(INE2020),0,33,-5,37,"{'type': 'Point', 'coordinates': [4.3566666666667, 42.871111111111]}"
3115,Castilla y León,Palencia,Báscones de Ojeda,34028000100,BÁSCONES DE OJEDA,1.0,0.0,1.0,0.99,"En Báscones de Ojeda, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 29 °C.",1380.0,PP,1380,PP,138 hab.(2021),-1,25,-5,29,"{'type': 'Point', 'coordinates': [4.5166666666667, 42.666666666667]}"
3116,Castilla y León,Palencia,Becerril de Campos,34029000100,BECERRIL DE CAMPOS,1.0,0.0,1.0,1.0,"En Becerril de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",7620.0,PP,7620,PP,762 hab.(2021),0,29,-4,33,"{'type': 'Point', 'coordinates': [4.6416666666667, 42.108333333333]}"
3117,Castilla y León,Palencia,Belmonte de Campos,34031000100,BELMONTE DE CAMPOS,0.0,0.0,1.0,0.69,"En Belmonte de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",260.0,PP,260,PP,26 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.9830555555556, 41.933055555556]}"
3118,Castilla y León,Palencia,Berzosilla,34032000100,BÁSCONES DE EBRO,0.0,0.0,1.0,0.99,Not found,390.0,PP,390,PP,3 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.0105555555556, 42.7975]}"
3119,Castilla y León,Palencia,Berzosilla,34032000200,BERZOSILLA,0.0,0.0,1.0,0.99,"En Berzosilla, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 25 °C y rara vez baja a menos de -4 °C o sube a más de 30 °C.",390.0,PP,390,PP,39 hab.(2021),-0,25,-4,30,"{'type': 'Point', 'coordinates': [4.0330555555556, 42.783055555556]}"
3120,Castilla y León,Palencia,Berzosilla,34032000300,CUILLAS DEL VALLE,0.0,0.0,1.0,0.99,Not found,390.0,PP,390,PP,4 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.0086111111111, 42.789166666667]}"
3121,Castilla y León,Palencia,Berzosilla,34032000400,OLLEROS DE PAREDES RUBIAS,0.0,0.0,1.0,0.99,Not found,390.0,PP,390,PP,17 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.01, 42.779444444444]}"
3122,Castilla y León,Palencia,Boada de Campos,34033000100,BOADA DE CAMPOS,0.0,0.0,0.73,0.84,"En Boada de Campos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 0 °C a 29 °C y rara vez baja a menos de -4 °C o sube a más de 34 °C.",180.0,PP,180,PP,18 hab.(2021),0,29,-4,34,"{'type': 'Point', 'coordinates': [4.8666666666667, 41.983055555556]}"
3123,Castilla y León,Palencia,Boadilla del Camino,34034000100,BOADILLA DEL CAMINO,0.44,0.0,1.0,1.0,"En Boadilla del Camino, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",1210.0,PSOE,1210,PSOE,121 hab.(2021),-0,28,-4,33,"{'type': 'Point', 'coordinates': [4.35, 42.25]}"
3124,Castilla y León,Palencia,Boadilla de Rioseco,34035000100,BOADILLA DE RIOSECO,0.0,0.0,0.99,0.99,Not found,1140.0,PP,1140,PP,114 hab.(2021),,,,,"{'type': 'Point', 'coordinates': [4.9683333333333, 42.178055555556]}"
3125,Castilla y León,Palencia,Brañosera,34036000100,BRAÑOSERA,0.94,0.0,1.0,1.0,"En Brañosera, los veranos son cortos, cómodos y secos; los inviernos son largos, muy frío, nevados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -3 °C a 20 °C y rara vez baja a menos de -7 °C o sube a más de 25 °C.",2550.0,PSOE,2550,PSOE,255 hab.(2021),-3,20,-7,25,"{'type': 'Point', 'coordinates': [4.3077777777778, 42.935833333333]}"
3126,Castilla y León,Palencia,Brañosera,34036000200,ORBÓ,1.0,0.0,1.0,1.0,"En Orba, los veranos son calurosos, bochornosos, secos y mayormente despejados y los inviernos son largos, fríos, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 7 °C a 27 °C y rara vez baja a menos de 3 °C o sube a más de 30 °C.",2550.0,PSOE,2550,PSOE,16 hab.(INE2020),7,27,3,30,"{'type': 'Point', 'coordinates': [4.2547222222222, 42.879444444444]}"
3127,Castilla y León,Palencia,Brañosera,34036000300,SALCEDILLO,0.5,0.0,1.0,1.0,"En Salcedillo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 27 °C y rara vez baja a menos de -7 °C o sube a más de 31 °C.",2550.0,PSOE,2550,PSOE,18 hab.(INE2020),-2,27,-7,31,"{'type': 'Point', 'coordinates': [4.2733333333333, 42.940833333333]}"
3128,Castilla y León,Palencia,Brañosera,34036000400,VALBERZOSO,0.0,0.0,1.0,0.6,"En Valhermoso, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son largos, muy frío, nevados, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 28 °C y rara vez baja a menos de -6 °C o sube a más de 31 °C.",2550.0,PSOE,2550,PSOE,25 hab.(INE2020),-2,28,-6,31,"{'type': 'Point', 'coordinates': [4.2419444444444, 42.913333333333]}"
3129,Castilla y León,Palencia,Brañosera,34036000500,VALLEJO DE ORBÓ,0.81,0.0,1.0,1.0,Not found,2550.0,PSOE,2550,PSOE,75 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.2619444444444, 42.886111111111]}"
3130,Castilla y León,Palencia,Buenavista de Valdavia,34037000100,ARENILLAS DE SAN PELAYO,0.14,0.0,0.99,1.0,Not found,3080.0,Cs,3080,Cs,49 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.5944444444444, 42.580833333333]}"
3131,Castilla y León,Palencia,Buenavista de Valdavia,34037000200,BARRIOSUSO,0.23,0.0,1.0,0.96,Not found,3080.0,Cs,3080,Cs,15 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6275, 42.642777777778]}"
3132,Castilla y León,Palencia,Buenavista de Valdavia,34037000300,BUENAVISTA DE VALDAVIA,0.98,0.0,1.0,1.0,"En Buenavista de Valdavia, los veranos son cortos, cómodos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 25 °C y rara vez baja a menos de -5 °C o sube a más de 30 °C.",3080.0,Cs,3080,Cs,308 hab.(2021),-1,25,-5,30,"{'type': 'Point', 'coordinates': [4.6145515, 42.6380596]}"
3133,Castilla y León,Palencia,Buenavista de Valdavia,34037000400,POLVOROSA DE VALDAVIA,1.0,0.0,0.99,1.0,Not found,3080.0,Cs,3080,Cs,39 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.5997222222222, 42.611944444444]}"
3134,Castilla y León,Palencia,Buenavista de Valdavia,34037000500,RENEDO DE VALDAVIA,0.61,0.0,0.99,1.0,Not found,3080.0,Cs,3080,Cs,32 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.5958333333333, 42.592777777778]}"
3135,Castilla y León,Palencia,Bustillo de la Vega,34038000100,BUSTILLO DE LA VEGA,1.0,0.0,1.0,1.0,"En Bustillo de la Vega, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -5 °C o sube a más de 32 °C.",2780.0,PP,2780,PP,278 hab.(2021),-1,27,-5,32,"{'type': 'Point', 'coordinates': [4.7405555555556, 42.455833333333]}"
3136,Castilla y León,Palencia,Bustillo de la Vega,34038000200,LAGUNILLA DE LA VEGA,0.35,0.0,0.8,1.0,Not found,2780.0,PP,2780,PP,110 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.7541666666667, 42.438333333333]}"
3137,Castilla y León,Palencia,Bustillo del Páramo de Carrión,34039000100,BUSTILLO DEL PÁRAMO DE CARRIÓN,0.0,0.0,0.96,0.39,"En Bustillo del Páramo de Carrión, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 27 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",600.0,PP,600,PP,60 hab.(2021),-1,27,-4,32,"{'type': 'Point', 'coordinates': [4.7380555555556, 42.355833333333]}"
3138,Castilla y León,Palencia,Calahorra de Boedo,34041000100,CALAHORRA DE BOEDO,1.0,0.0,1.0,1.0,"En Calahorra de Boedo, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -1 °C a 26 °C y rara vez baja a menos de -5 °C o sube a más de 31 °C.",850.0,AEIC,850,AEIC,85 hab.(2021),-1,26,-5,31,"{'type': 'Point', 'coordinates': [4.3830555555556, 42.566666666667]}"
3139,Castilla y León,Palencia,Calzada de los Molinos,34042000100,CALZADA DE LOS MOLINOS,1.0,1.0,1.0,1.0,"En Calzada de los Molinos, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",3170.0,PSOE,3170,PSOE,317 hab.(2021),-0,28,-4,32,"{'type': 'Point', 'coordinates': [4.65, 42.333055555556]}"
3140,Castilla y León,Palencia,Capillas,34045000100,CAPILLAS,0.0,0.0,0.77,1.0,"En Canillas de Aceituno, los veranos son cortos, cálidos, áridos y mayormente despejados y los inviernos son largos, fríos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de 2 °C a 31 °C y rara vez baja a menos de -2 °C o sube a más de 34 °C.",720.0,PP,720,PP,72 hab.(2021),2,31,-2,34,"{'type': 'Point', 'coordinates': [4.8908333333333, 42.013333333333]}"
3141,Castilla y León,Palencia,Cardeñosa de Volpejera,34046000100,CARDEÑOSA DE VOLPEJERA,0.0,0.0,1.0,1.0,"En Cardeñosa de Volpejera, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 33 °C.",560.0,PP,560,PP,56 hab.(2021),-0,28,-4,33,"{'type': 'Point', 'coordinates': [4.7016666666667, 42.231944444444]}"
3142,Castilla y León,Palencia,Carrión de los Condes,34047000100,CARRIÓN DE LOS CONDES,1.0,0.97,1.0,0.99,"En Carrión de los Condes, los veranos son cortos, calurosos, secos y mayormente despejados y los inviernos son muy frío, ventosos y parcialmente nublados. Durante el transcurso del año, la temperatura generalmente varía de -0 °C a 28 °C y rara vez baja a menos de -4 °C o sube a más de 32 °C.",2011.0,Cs,2011,Cs,2011 hab.(2021),-0,28,-4,32,"{'type': 'Point', 'coordinates': [4.6019444444444, 42.338888888889]}"
3143,Castilla y León,Palencia,Carrión de los Condes,34047000200,TORRE DE LOS MOLINOS,0.0,0.0,1.0,1.0,Not found,2011.0,Cs,2011,Cs,27 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.6328, 42.28829]}"
3144,Castilla y León,Palencia,Castil de Vela,34048000100,CASTIL DE VELA,0.0,0.0,1.0,0.23,"En Vega de Espinareda, los veranos son cortos, calurosos, secos y parcialmente nublados y los inviernos son muy frío y mayormente nublados. Durante el transcurso del año, la temperatura generalmente varía de 1 °C a 26 °C y rara vez baja a menos de -3 °C o sube a más de 32 °C.",580.0,PP,580,PP,58 hab.(2021),1,26,-3,32,"{'type': 'Point', 'coordinates': [4.9586111111111, 41.983888888889]}"
3145,Castilla y León,Palencia,Castrejón de la Peña,34049000100,CANTORAL DE LA PEÑA,0.0,0.0,1.0,1.0,Not found,3460.0,PP,3460,PP,8 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.5491666666667, 42.812777777778]}"
3146,Castilla y León,Palencia,Castrejón de la Peña,34049000200,CASTREJÓN DE LA PEÑA,1.0,0.0,1.0,1.0,"En Castrejón de la Peña, los veranos son cortos, cómodos y secos; los inviernos son largos, muy frío, nevados y ventosos y está parcialmente nublado durante todo el año. Durante el transcurso del año, la temperatura generalmente varía de -2 °C a 23 °C y rara vez baja a menos de -6 °C o sube a más de 28 °C.",3460.0,PP,3460,PP,346 hab.(2021),-2,23,-6,28,"{'type': 'Point', 'coordinates': [4.6030555555556, 42.808333333333]}"
3147,Castilla y León,Palencia,Castrejón de la Peña,34049000300,CUBILLO DE CASTREJÓN,1.0,0.0,1.0,1.0,Not found,3460.0,PP,3460,PP,11 hab.(INE2020),,,,,"{'type': 'Point', 'coordinates': [4.5677777777778, 42.808333333333]}"
